route_id,route_short_name,route_long_name,route_type
106,106,Cidade Verde / Estação Ipiranga,3
103,103,Cidade Verde / Jardim Imperial,3
101,101,Coophamil / Estação Ipiranga,3
105,105,Terminal Antártica / Estação Alencastro,3
206,206,Terminal CPA 1 / Estação Bispo Dom José,3
301,301,Jardim Vitória / Estação Ipiranga,3
306,306,Terminal CPA 3 / Grande Terceiro,3
308,308,Terminal CPA 3 / Terminal Antártica,3
309B,309B,Terminal CPA 3 / Estação Bispo Dom José,3
311,311,Terminal CPA 3 / Estação Ipiranga,3
330,330,Terminal CPA 1 / UFMT,3
340,340,Altos da Glória / Estação Alencastro,3
380,380,Terminal CPA 1 / Shopping Estação,3
503,503,Osmar Cabral / Terminal Rodoviário,3
507,507,Tijucal / Estação Bispo Dom José,3
508,508,Osmar Cabral / Estação Bispo Dom José,3
522,522,São Sebastião / Terminal CPA 3,3
609,609,Parque Cuiabá / Estação Alencastro,3
711,711,Pedra 90 / Estação Alencastro,3
721,721,Pedra 90 / Shopping Pantanal,3
