route_id,route_short_name,route_long_name,route_type
bengaluru-bmtc-r1,333P,333P,3
bengaluru-bmtc-r2,276,276: Majestic => Vidyaranyapura,3
bengaluru-bmtc-r3,335E,Bus 335E: Kadugodi Bus Station => Kempegowda Bus Station,3
bengaluru-bmtc-r4,KIA8,KIA8: Electronic City => Kempegowda International Airport Limited,3
bengaluru-bmtc-r5,90E,90E: Kempegowda Bus Station => Railway Station Yeshwanthapura,3
bengaluru-bmtc-r6,1,1,3
bengaluru-bmtc-r7,78A,78A: Iskcon Temple => Kempegowda Bus Station,3
bengaluru-bmtc-r8,74,74: Rajajinagara Ramamandira => Shivajinagar Bus Station,3
bengaluru-bmtc-r9,K2,K2: Hebbala => Mysore Road Satellite Bus Station,3
bengaluru-bmtc-r10,AS1,AS1,3
bengaluru-bmtc-r11,K4,K4,3
bengaluru-bmtc-r12,252F,252F: Peenya 2nd Stage => Kempegowda Bus Station,3
bengaluru-bmtc-r13,K1,K1: Central Silk Board => Peenya Satellite Bus Station,3
bengaluru-bmtc-r14,401K,401K: Yelahanka Old Town => Kengeri Bus Station,3
bengaluru-bmtc-r15,100,100: Chowdeshwarinagara Bus Stand JP Park => Shivajinagara Bus Station,3
bengaluru-bmtc-r16,176,176: Hampinagar => Kaval Byrasandra,3
bengaluru-bmtc-r17,79G,79G: Shivajinagara Bus Station => Vidhana Soudha Layout,3
bengaluru-bmtc-r18,238F,238F: Nagarabhavi 1st Stage 3rd Block => Malleshwaram 18th Cross,3
bengaluru-bmtc-r19,226M,226M: Bidadi => KR Market,3
bengaluru-bmtc-r20,226J,226J: Kempegowda Bus Station => Thimmappana Palya,3
bengaluru-bmtc-r21,333P,333P,3
bengaluru-bmtc-r22,102,102: KR Market => Sadashivanagara,3
bengaluru-bmtc-r23,104,104: Kempegowda Bus Station => Sadashivanagara,3
bengaluru-bmtc-r24,107C,107C: Shivajinagara Bus Station => Ganga Nagara,3
bengaluru-bmtc-r25,108B,108B: Kempegowda Bus Station => Ganga Nagara,3
bengaluru-bmtc-r26,108,108: KR Market => Ananda Nagara Hebbala,3
bengaluru-bmtc-r27,218A,218A: Kempegowda Bus Station => Kambipura,3
bengaluru-bmtc-r28,218,218: KR Market => Kambipura,3
bengaluru-bmtc-r29,237D,237D: Chowdeshwari Bus Stand JP Park => Bande Maramma Bus Station,3
