stop_id,stop_name,stop_lat,stop_lon
delhi-18.97243-72.81976,Delhi stop,18.972434,72.819758
delhi-18.97009-72.81936,Delhi stop,18.970091,72.819356
delhi-19.22961-72.85704,Delhi stop,19.229606,72.857044
delhi-19.22824-72.85672,Delhi stop,19.228238,72.856716
delhi-21.20599-72.84061,Delhi stop,21.205994,72.840605
delhi-21.20520-72.84084,Delhi stop,21.2052,72.84084
delhi-22.31009-73.18055,Delhi stop,22.310087,73.180549
delhi-23.33837-75.04906,Delhi stop,23.338366,75.049065
delhi-23.34029-75.05005,Delhi stop,23.340287,75.05005
delhi-23.45629-75.41266,Delhi stop,23.456294,75.412659
delhi-25.22539-75.88078,Delhi stop,25.225394,75.880778
delhi-25.22435-75.88106,Delhi stop,25.224348,75.881055
delhi-28.64417-77.21921,Delhi stop,28.644168,77.219215
delhi-28.64236-77.21964,Delhi stop,28.64236,77.219637
delhi-28.64348-77.21959,Delhi stop,28.643484,77.219592
delhi-28.64241-77.21991,Delhi stop,28.642408,77.219912
delhi-25.22310-75.88154,Delhi stop,25.223101,75.881538
delhi-25.22437-75.88123,Delhi stop,25.224366,75.88123
delhi-23.45560-75.41353,Delhi stop,23.455605,75.413531
delhi-23.45610-75.41247,Delhi stop,23.456104,75.412474
delhi-23.34074-75.05064,Delhi stop,23.340736,75.05064
delhi-23.34019-75.05027,Delhi stop,23.340193,75.050274
delhi-22.31071-73.18075,Delhi stop,22.31071,73.180752
delhi-22.30990-73.18078,Delhi stop,22.3099,73.180779
delhi-21.20699-72.84066,Delhi stop,21.206986,72.840656
delhi-21.20520-72.84090,Delhi stop,21.205202,72.840899
delhi-19.22821-72.85687,Delhi stop,19.228212,72.856871
delhi-18.97231-72.81955,Delhi stop,18.972306,72.819545
delhi-18.97009-72.81931,Delhi stop,18.970091,72.819307
delhi-28.61217-77.11588,Delhi stop,28.61217,77.115877
delhi-28.48946-77.01135,Delhi stop,28.48946,77.01135
delhi-28.48916-77.01098,Delhi stop,28.489159,77.01098
delhi-26.91993-75.78711,Delhi stop,26.919927,75.787106
delhi-26.92036-75.78650,Delhi stop,26.92036,75.786502
delhi-26.45680-74.63780,Delhi stop,26.456804,74.637803
delhi-26.45741-74.63779,Delhi stop,26.457407,74.637785
delhi-25.23564-73.23479,Delhi stop,25.235643,73.234792
delhi-25.23603-73.23492,Delhi stop,25.236026,73.234923
delhi-24.48137-72.78556,Delhi stop,24.481372,72.785563
delhi-24.17482-72.43069,Delhi stop,24.174823,72.430694
delhi-23.60224-72.38915,Delhi stop,23.602245,72.389147
delhi-23.60181-72.38907,Delhi stop,23.601805,72.389067
delhi-23.07670-72.58907,Delhi stop,23.076697,72.589069
delhi-23.07781-72.58852,Delhi stop,23.077813,72.588515
delhi-23.60194-72.38892,Delhi stop,23.601944,72.388921
delhi-24.17512-72.43049,Delhi stop,24.17512,72.430494
delhi-25.23465-73.23401,Delhi stop,25.23465,73.234015
delhi-25.23606-73.23483,Delhi stop,25.236059,73.234829
delhi-26.45862-74.63723,Delhi stop,26.458618,74.63723
delhi-26.45736-74.63739,Delhi stop,26.457356,74.637389
delhi-26.92043-75.78676,Delhi stop,26.920433,75.786758
delhi-28.48951-77.01106,Delhi stop,28.489512,77.01106
delhi-28.61283-77.11598,Delhi stop,28.612828,77.115975
delhi-28.61241-77.11574,Delhi stop,28.612411,77.115736
delhi-28.58881-77.25400,Delhi stop,28.588811,77.254005
delhi-27.48120-77.67340,Delhi stop,27.481205,77.673404
delhi-27.48066-77.67319,Delhi stop,27.480655,77.673191
delhi-26.01742-76.35581,Delhi stop,26.017423,76.355811
delhi-26.01805-76.35642,Delhi stop,26.018053,76.356417
delhi-21.70496-72.99935,Delhi stop,21.704961,72.999352
delhi-21.70342-72.99967,Delhi stop,21.703421,72.999671
delhi-20.60801-72.93379,Delhi stop,20.608013,72.933787
delhi-20.37319-72.90870,Delhi stop,20.373195,72.908702
delhi-20.37272-72.90857,Delhi stop,20.372724,72.908571
delhi-18.97010-72.81914,Delhi stop,18.970102,72.819142
delhi-20.37323-72.90851,Delhi stop,20.373227,72.908509
delhi-20.37273-72.90853,Delhi stop,20.372727,72.908526
delhi-21.70334-72.99962,Delhi stop,21.703342,72.999616
delhi-26.01805-76.35617,Delhi stop,26.018051,76.356173
delhi-27.48258-77.67349,Delhi stop,27.48258,77.673495
delhi-28.58878-77.25424,Delhi stop,28.588784,77.254236
delhi-19.06385-72.84098,Delhi stop,19.063855,72.840983
delhi-19.06054-72.84091,Delhi stop,19.060545,72.840909
