route_id,route_short_name,route_long_name,route_type
R40,40,Noturna Santo Antônio,3
R41,41,Noturna Solo Sagrado,3
R42,42,Noturna Jaguaré,3
R59,59,Extra Unip,3
R61,61,Extra Sesi,3
R62,62,Extra Unesp,3
R85,85,Extra Philadelpho,3
R311,311,Extra IURD,3
R103,103,Duas Vendas,3
R106_1,106.1,Jardim do Lago via Castelinho,3
R107,107,São Deocleciano,3
R108,108,Jaguaré,3
R110,110,Distrito Carlos Arnaldo,3
R111_2,111.2,Cavalari via Santa Clara,3
R112,112,Jardim Primavera,3
R113,113,Talhado,3
R114,114,Jardim Sônia / Rio Reno,3
R115,115,Vila Elmaz / Santa Ana,3
R116,116,São Felício,3
R118,118,Luz da Esperança via Parque da Liberdade,3
R121,121,Lealdade / Amizade,3
R122,122,Solidariedade / Residencial Rio Preto I,3
R200,200,Jardim Maria Lúcia,3
R202,202,Nato Vetorazzo,3
R203,203,Jardim Santo Antônio,3
R204,204,Parque Cidadania,3
R205,205,Itapema / Dom Lafaiete,3
R206,206,Jardim Nunes,3
R208,208,São Jorge via Residencial América,3
R209,209,Distrito Industrial,3
R210,210,Eldorado,3
R211,211,Boa Vista,3
R212,212,Parque do Sol / Residencial Palestra,3
R214,214,Avenida Mirassolândia,3
R216,216,Solo Sagrado / Valentim Gentil via Floresta Parque,3
R217,217,Solo Sagrado via Mirassolândia,3
R218,218,Parque Nova Esperança / Shopping Norte,3
R219,219,Parque Dignidade,3
R220,220,Vida Nova Rio Preto,3
R301,301,Débora Cristina,3
R302,302,Vila Azul / São Miguel / Vista Alegre,3
R303,303,Jardim Urano,3
R304,304,Higienópolis,3
R305,305,Avenida José Munia,3
R306,306,São Francisco,3
R307,307,Jardim Tarraf,3
R308,308,Jardim Maracanã,3
R309,309,Shopping,3
R310,310,Shopping Iguatemi,3
R312,312,Navarrete / Santa Maria,3
R315,315,Shopping Plaza,3
R401,401,Cidade Jardim,3
R402,402,Cristo Rei,3
R405,405,Jardim Yolanda / Rios D Itália,3
R406,406,Brejo Alegre,3
R407A,407A,Vila Toninho / Egas Moniz,3
R407A2,407A2,Eden Leste / Santa Catarina / Vila Nobre,3
R407B,407B,Vila Toninho / Beneficência,3
R408,408,Estância Jockey Club,3
R409,409,Nova Veneza,3
R410A,410A,Engenheiro Schmidt / Represas,3
R410B,410B,Engenheiro Schmidt / Washington Luiz,3
R412,412,Mansour Daud,3
R413,413,Santa Catarina,3
R416,416,Vida Nova / Fraternidade,3
R702,702,Parque Nova Esperança / Distrito Industrial I,3
R703,703,Interbairros Zona Norte / Zona Sul,3
R801,801,Bela Vista,3
R1041,1041,Vila Ideal A / B,3
R3021,3021,Santa Maria / Navarrete / Vista Alegre / Auferville / Vila Azul / São Miguel,3
R4041,4041,Jardim Soraia / Romano Calil,3
R4051,4051,Damhas,3
R4052,4052,Yolanda / Damhas,3
