stop_id,stop_name,stop_lat,stop_lon
TC,Terminal Central,-22.2215,-54.8058
L01_END,Joquei Clube,-22.256,-54.85
L02_END,Santa Maria,-22.198,-54.842
L03_END,Braswey / Distrito Industrial,-22.19,-54.785
L05_END,Jardim Guaicurus,-22.276,-54.833
L06_END,Distrito Industrial (Cel. Ponciano),-22.183,-54.792
L07_END,Cachoeirinha / Jardim Italia,-22.205,-54.77
L09_END,Jardim Florida I / Hospital Universitario,-22.247,-54.783
L10_END,Parque Alvorada,-22.261,-54.776
L11_END,Jardim Ayde / Piratininga,-22.266,-54.815
L12_END,Cidade Universitaria (UFGD),-22.194,-54.931
L13_END,Jardim Colibri / Canaa III,-22.26,-54.842
L14_END,BNH 4 Plano / Campo Dourado,-22.218,-54.762
L15_END,Posto da Capela / Inpasa,-22.105,-54.73
L17_END,Cidade Jardim / Novo Horizonte,-22.276,-54.795
L18_END,Unigran / Ecoville,-22.23,-54.755
L19_END,Aldeia Jaguapiru (Bororo / Missao Caiua),-22.205,-54.89
L20_END,Estrela Pora / Jardim Florida II,-22.254,-54.772
L21_END,Sitioca Campina Verde / Bonanza,-22.29,-54.8
L33_END,Sitioca Campo Belo,-22.298,-54.83
DIS01_END,Distrito de Macauba,-22.07,-54.66
DIS02_END,Distrito de Vila Vargas,-22.1,-54.63
DIS04_END,Distrito de Itaum,-22.098,-54.56
DIS05_END,Distrito de Indapolis,-22.16,-54.59
DIS06_END,Distrito de Panambi,-22.25,-54.64
