route_id,route_short_name,route_long_name,route_type
L01,L01,Terminal Central x Joquei Clube,3
L02,L02,Terminal Central x Santa Maria,3
L03,L03,Terminal Central x Braswey,3
L05,L05,Terminal Central x Jardim Guaicurus,3
L06,L06,Terminal Central x Distrito Industrial,3
L07,L07,Terminal Central x Cachoeirinha / Jd. Italia,3
L09,L09,Terminal Central x Florida I / HU,3
L10,L10,Terminal Central x Parque Alvorada,3
L11,L11,Terminal Central x Ayde Piratininga,3
L12,L12,Terminal Central x Cidade Universitaria,3
L13,L13,Terminal Central x Jardim Colibri x Canaa III,3
L14,L14,Terminal Central x 4 Plano x Campo Dourado,3
L15,L15,Terminal Central x Posto da Capela,3
L17,L17,Terminal Central x Cidade Jardim x Novo Horizonte,3
L18,L18,Terminal Central x Unigran,3
L19,L19,Terminal Central x Jaguapiru,3
L20,L20,Terminal Central x Estrela Pora x Florida II,3
L21,L21,Terminal Central x Campina Verde x Bonanza,3
L33,L33,Terminal Central x Sitioca Campo Belo,3
DIS01,DIS01,Terminal Central x Macauba,3
DIS02,DIS02,Terminal Central x Vila Vargas,3
DIS04,DIS04,Terminal Central x Itaum,3
DIS05,DIS05,Terminal Central x Indapolis,3
DIS06,DIS06,Terminal Central x Panambi,3
