route_id,route_short_name,route_long_name,route_type
kolkata-eastern-rail-r1,12313,Train 12313: Sealdah Rajdhani Express,2
kolkata-eastern-rail-r2,13118,Berhampore Court Kolkata Dhanya Dhaanya Express,2
kolkata-eastern-rail-r3,13103,Bhagirathi Express,2
kolkata-eastern-rail-r4,13114,Hazarduari Express: Krishnanagar => Lalgola,2
kolkata-eastern-rail-r5,13113,Hazarduari Express: Lalgola => Krishnanagar,2
kolkata-eastern-rail-r6,13117,Kolkata Berhampore Court Dhanya Dhaanya Express,2
kolkata-eastern-rail-r7,63103,Sealdah - Lalgola MEMU Passenger,2
kolkata-eastern-rail-r8,12260,Duronto Express: New Delhi -> Sealdah,2
kolkata-eastern-rail-r9,12259,Duronto Express: Sealdah -> New Delhi,2
kolkata-eastern-rail-r10,12314,Train 12314: Sealdah Rajdhani Express,2
