route_id,route_short_name,route_long_name,route_type
mumbai-mumbai-city--r1,A-32,A-32: Yari Road,3
mumbai-mumbai-city--r2,A-252,Bus A-252: Andheri Station (W),3
mumbai-mumbai-city--r3,A-252,Bus A-252: SV Patel Nagar,3
mumbai-mumbai-city--r4,200,Bus 200: Vesava - Yari Road Bus Station -> Mahim Bus Station,3
mumbai-mumbai-city--r5,200,Bus 200: Mahim Bus Station -> Vesava - Yari Road Bus Station,3
mumbai-mumbai-city--r6,A-32,A-32,3
mumbai-mumbai-city--r7,56,56,3
mumbai-mumbai-city--r8,56,56,3
mumbai-mumbai-city--r9,11021,Train 11021 Chalukya Express: Dadar → Tirunelveli,2
mumbai-mumbai-city--r10,19020,Train 19020: Haridwar Bandra Terminus Express,2
mumbai-mumbai-city--r11,12619,Train 12619 Matsyagandha Superfast Express,2
