stop_id,stop_name,stop_lat,stop_lon
ECV_01,Lincoln,25.7223,-100.3835
ECV_02,Astros,25.7218,-100.3782
ECV_03,Cumbres,25.7212,-100.3728
ECV_04,Plumbago,25.7206,-100.3675
ECV_05,Plutarco Elias Calles,25.72,-100.3621
ECV_06,Embotelladora,25.7194,-100.3568
ECV_07,Panteon Municipal,25.7188,-100.3514
ECV_08,Cardenal,25.7182,-100.3461
ECV_09,Valle Verde,25.7176,-100.3407
ECV_10,Cardiologia,25.717,-100.3354
ECV_11,Santa Cecilia,25.7164,-100.33
ECV_12,Villa Mitras,25.7158,-100.3247
ECV_13,Rangel Frias,25.7152,-100.3193
ECV_14,Transito,25.7146,-100.314
ECV_15,Laredo,25.714,-100.3086
ECV_16,Rodrigo Gomez,25.7134,-100.3033
ECV_17,Mitras,25.7128,-100.2979
ECV_18,Celulosa,25.7124,-100.2921
ECV_19,20 de Noviembre,25.712,-100.2864
ECV_20,Hidalgo,25.7116,-100.2806
ECV_21,Bella Vista,25.7112,-100.2749
ECV_22,Regina,25.7108,-100.2691
ECV_23,Asarco,25.7098,-100.2637
ECV_24,Cementos,25.7085,-100.2585
ECV_25,Ruiz Cortines,25.707,-100.2534
ECV_26,Clinica 15,25.705,-100.2489
ECV_27,Coyoacan,25.7028,-100.2447
ECV_28,Churubusco,25.7005,-100.2406
ECV_29,Vidriera,25.6982,-100.2372
ECV_30,Adolfo Prieto,25.6959,-100.234
ECV_31,Las Americas,25.6936,-100.2312
ECV_32,Central de Carga,25.6913,-100.2288
ECV_33,Tauro,25.6893,-100.2266
ECV_34,Miguel Aleman,25.6874,-100.2246
ECV_35,Calle Nueva,25.6856,-100.2226
ECV_36,De la Zanja,25.6839,-100.2206
ECV_37,Aceros,25.6823,-100.2187
ECV_38,Guadalajara,25.6808,-100.2169
ECV_39,San Miguel,25.6793,-100.2151
ECV_40,Valle Fertil,25.6779,-100.2134
ECV_41,Valle Soleado,25.6765,-100.2116
