route_id,route_short_name,route_long_name,route_type
R_C,C,RIBEIRA/VIA COSTEIRA/PONTA NEGRA,3
R_24,24,PLANALTO/RIBEIRA/VIA AV. PRUDENTE DE MORAIS,3
R_33,33,PLANALTO/P. DO MEIO/AV. H. DA FONSECA/CANDELARIA,3
R_34,34,CIDADE NOVA/RIBEIRA,3
R_36,36,CIDADE DA ESPERANCA/BRASILIA TEIMOSAS/VIA CEASA,3
R_37,37,ROCAS/CIDADE SATELITE VIA PRACA,3
R_38,38,PLANALTO/AREIA PRETA/AV. 06,3
R_39,39,CIDADE DA ESPERANCA/RIBEIRA/TIROL,3
R_44,44,ROCAS/CIDADE SATELITE/VIA ALECRIM,3
R_46,46,PONTA NEGRA/RIBEIRA/VIA PRACA,3
R_48,48,SANTOS REIS/NOVA DESCOBERTA/ALECRIM,3
R_54,54,ROCAS/PTA. NEGRA/ALECRIM,3
R_56,56,ROCAS/PONTA NEGRA VIA COSTEIRA,3
R_66,66,PONTA NEGRA/CIDADE ESPERANCA,3
R_83,83,FELIPE CAMARAO/P. NEGRA,3
R_33A,33A,PLANALTO/P. DO MEIO/AV. H. FONSECA/CANDELARIA,3
R_33B,33B,PLANALTO/LAGOA SECA/VIA PRUDENTE DE MORAIS,3
R_41A,41A,LENIGRADO/RIBEIRA/VIA PRUDENTE DE MORAIS,3
R_588,588,ALIMENTADOR CAMPUS,3
