route_id,route_short_name,route_long_name,route_type
kochi-kswtd-r1,Vypin → Ernakulam,Vypin → Ernakulam,4
kochi-kswtd-r2,Ernakulam → Vypin,Ernakulam → Vypin,4
kochi-kswtd-r3,Mulavukad → High Cou,Mulavukad → High Court,4
kochi-kswtd-r4,High Court → Mulavuk,High Court → Mulavukad,4
kochi-kswtd-r5,Eloor → Ernakulam Bo,Eloor → Ernakulam Boat Jetty,4
kochi-kswtd-r6,Ernakulam Boat Jetty,Ernakulam Boat Jetty → Eloor,4
kochi-kswtd-r7,Chittoor → Eloor,Chittoor → Eloor,4
kochi-kswtd-r8,Eloor → Chittoor,Eloor → Chittoor,4
kochi-kswtd-r9,Kadamakkudy → Chitto,Kadamakkudy → Chittoor,4
kochi-kswtd-r10,Chittoor → Kadamakku,Chittoor → Kadamakkudy,4
