route_id,route_short_name,route_long_name,route_type
1501,1501,Vila Atlântida / Vila Anália,3
1601,1601,Amazonas / Rodoviária,3
1701,1701,Castelo Branco / São Geraldo,3
1702,1702,Residencial Vitória II / Mangues - Asilo São Vicente De Paulo,3
2201,2201,UFMG / Centro (Prefeitura) - Via JK - Via Planalto,3
2203,2203,Nova América / Centro (Prefeitura) - Via Novo Jaraguá,3
2601,2601,Recanto Das Águas / Maracanã - Via Renascença,3
2603,2603,Jaraguá II / Santo Amaro,3
2604,2604,Monte Sião IV / Vila Campos - Via Geraldo Athayde - Via Rodoviária,3
3301,3301,Jardim Primavera / Centro (Prefeitura) - Via Aeroporto,3
3302,3302,Jardim Alegre / Centro (Prefeitura),3
4601,4601,Independência / Nossa Senhora Das Graças,3
4603,4603,Independência / Santa Rafaela - Via Santos Dumont - Vera Cruz,3
4701,4701,Acácias / Major Prates - Via Carmelo,3
5101,5101,Jardim Olimpico / Jardim Eldorado - Via Jardim Alvorada - Via Vila Brasília,3
5601,5601,Vila Anália / Rodoviária - Via Belvedere,3
5702,5702,Monte Carmelo / Jardim Liberdade - Via Rodoviária,3
5801,5801,Vila Sion II / Vila Mauricéia - Via Santa Rita - Via Ibituruna,3
5802,5802,Vila Sion II / Rodoviária,3
5803,5803,Santa Lúcia / Sapucaia,3
5901,5901,Cintra / Vila Oliveira - Via Unimontes,3
5902,5902,Belvedere / Vila Oliveira,3
6201R,6201R,Vila Telma / Renascença,3
6202,6202,Vila Telma / Monte Sião IV - Via Cemitério,3
6404,6404,Vargem Grande / Nova Suíça - Via Monte Carmelo,3
6604,6604,Residencial Sul / Centro (Praça De Esportes) - Via Major Prates,3
6901,6901,Maracanã / Vila Oliveira - Via Unimontes,3
7101,7101,Major Prates / Vila São Francisco De Assis,3
7103,7103,São Geraldo II / Jardim Eldorado,3
8201,8201,Jardim Liberdade / Floresta,3
