route_id,route_short_name,route_long_name,route_type
R_21,21,Linha 21 (Conceicao),3
R_21A,21A,Linha 21A (Conceicao),3
R_22,22,Linha 22 (Conceicao),3
R_30,30,Linha 30 (Conceicao),3
R_31,31,Linha 31 (Conceicao),3
R_41,41,Linha 41 (Conceicao),3
R_41A,41A,Linha 41A (Conceicao),3
R_59,59,Linha 59 (Conceicao),3
R_63,63,Linha 63 (Conceicao),3
R_63A,63A,Linha 63A (Conceicao),3
R_71,71,Linha 71 (Conceicao),3
R_76,76,Linha 76 (Conceicao),3
R_83,83,Linha 83 (Conceicao),3
R_83A,83A,Linha 83A (Conceicao),3
R_587,587,Linha 587 (Conceicao),3
R_588,588,Linha 588 (Conceicao),3
R_599,599,Linha 599 (Conceicao),3
R_599A,599A,Linha 599A (Conceicao),3
R_905,905,Linha 905 (Conceicao),3
R_2369,2369,Linha 2369 (Conceicao),3
R_3001,3001,Linha 3001 (Conceicao),3
R_3101A,3101A,Linha 3101A (Conceicao),3
R_6301,6301,Linha 6301 (Conceicao),3
