route_id,route_short_name,route_long_name,route_type
U-1,1,Parcelles Assainies - Place Leclerc,3
U-4,4,Liberte 5 - Place Leclerc,3
U-7,7,Ouakam - Palais 2,3
U-8,8,Aeroport LSS - Palais 2,3
U-9,9,Liberte 6 - Palais 2,3
U-10,10,Liberte 5 - Palais 2,3
U-13,13,Liberte 5 - Palais 2,3
U-18,18,Dieuppeul - Centre-Ville,3
U-20,20,Dieuppeul - Centre-Ville,3
U-23,23,Parcelles Assainies - Palais 2,3
U-121,121,Scat Urbam - Leclerc,3
U-319,319,Liberte 6 - Ouakam,3
U-TO1,TO1,Taf Taf Ouakam - Palais 2,3
U-501,501,Palais 2 - Leclerc,3
U-502,502,Gare de Gare (boucle Colobane),3
U-503,503,Gare de Gare (boucle Bel Air),3
U-TT,TT,Taf Taf Ouakam - AIBD,3
U-2,2,Daroukhane - Place Leclerc,3
U-5,5,Guediawaye - Palais 1,3
U-6,6,Guediawaye - Palais 1,3
U-11,11,Keur Massar - Lat Dior,3
U-12,12,Guediawaye - Palais 1,3
U-15,15,Rufisque - Palais 1,3
U-16A,16A,Malika - Palais 1,3
U-16B,16B,Malika - Palais 1,3
U-208,208,Bayakh - Rufisque,3
U-213,213,Rufisque - Dieuppeul,3
U-217,217,Thiaroye - Aeroport LSS,3
U-218,218,Thiaroye - Aeroport LSS,3
U-219,219,Daroukhane - Ouakam,3
U-220,220,Rufisque - Guediawaye,3
U-221,221,Gadaye - Almadies,3
U-227,227,Keur Massar - Terminus Parcelles,3
U-232,232,Baux Maraichers - Aeroport LSS,3
U-233,233,Baux Maraichers - Palais 1,3
U-234,234,Jaxaay - Leclerc,3
U-311,311,Lac Rose - Croisement Keur Massar,3
U-327,327,Keur Massar - Terminus Parcelles,3
DKR-FATICK,DKR-FATICK,Dakar - Fatick,3
DKR-PODOR,DKR-PODOR,Dakar - Podor/Ndioum,3
DKR-KEDOUGOU,DKR-KEDOUGOU,Dakar - Kedougou,3
DKR-LOUGA,DKR-LOUGA,Dakar - Louga/Kebemer,3
DKR-DIOURBEL,DKR-DIOURBEL,Dakar - Diourbel,3
DKR-THIES,DKR-THIES,Dakar - Thies,3
DKR-MATAM,DKR-MATAM,Dakar - Matam,3
DKR-MBOUR,DKR-MBOUR,Dakar - Mbour,3
DKR-TAMBA,DKR-TAMBA,Dakar - Tambacounda,3
DKR-STLOUIS,DKR-STLOUIS,Dakar - Saint-Louis,3
DKR-KAOLACK,DKR-KAOLACK,Dakar - Kaolack,3
DKR-ZIG,DKR-ZIG,Dakar - Ziguinchor,3
DKR-VELINGARA,DKR-VELINGARA,Dakar - Velingara,3
DKR-TOUBA,DKR-TOUBA,Dakar - Touba,3
DKR-KOLDA,DKR-KOLDA,Dakar - Kolda,3
DKR-TIVAOUANE,DKR-TIVAOUANE,Dakar - Tivaouane,3
DKR-BIGNONA,DKR-BIGNONA,Dakar - Bignona,3
DKR-SEDHIOU,DKR-SEDHIOU,Dakar - Sedhiou,3
DKR-BAKEL,DKR-BAKEL,Dakar - Bakel,3
DKR-KIDIRA,DKR-KIDIRA,Dakar - Kidira,3
