trip_id,arrival_time,departure_time,stop_id,stop_sequence
T0700_0_WD,05:00:00,05:00:00,S12637050070,1
T0700_0_WD,05:03:00,05:03:00,S8025180384,2
T0700_0_WD,05:06:00,05:06:00,S8025180370,3
T0700_0_WD,05:09:00,05:09:00,S8025180378,4
T0700_0_WD,05:12:00,05:12:00,S2608996925,5
T0700_0_WD,05:15:00,05:15:00,S2645898942,6
T0700_0_WD,05:18:00,05:18:00,S8025180380,7
T0700_0_WD,05:21:00,05:21:00,S2684684990,8
T0700_0_SAT,05:30:00,05:30:00,S12637050070,1
T0700_0_SAT,05:33:00,05:33:00,S8025180384,2
T0700_0_SAT,05:36:00,05:36:00,S8025180370,3
T0700_0_SAT,05:39:00,05:39:00,S8025180378,4
T0700_0_SAT,05:42:00,05:42:00,S2608996925,5
T0700_0_SAT,05:45:00,05:45:00,S2645898942,6
T0700_0_SAT,05:48:00,05:48:00,S8025180380,7
T0700_0_SAT,05:51:00,05:51:00,S2684684990,8
T0700_0_SUN,06:00:00,06:00:00,S12637050070,1
T0700_0_SUN,06:03:00,06:03:00,S8025180384,2
T0700_0_SUN,06:06:00,06:06:00,S8025180370,3
T0700_0_SUN,06:09:00,06:09:00,S8025180378,4
T0700_0_SUN,06:12:00,06:12:00,S2608996925,5
T0700_0_SUN,06:15:00,06:15:00,S2645898942,6
T0700_0_SUN,06:18:00,06:18:00,S8025180380,7
T0700_0_SUN,06:21:00,06:21:00,S2684684990,8
T0700_1_WD,05:00:00,05:00:00,S2684684990,1
T0700_1_WD,05:03:00,05:03:00,S8025180380,2
T0700_1_WD,05:06:00,05:06:00,S2645898942,3
T0700_1_WD,05:09:00,05:09:00,S2608996925,4
T0700_1_WD,05:12:00,05:12:00,S8025180378,5
T0700_1_WD,05:15:00,05:15:00,S8025180370,6
T0700_1_WD,05:18:00,05:18:00,S8025180384,7
T0700_1_WD,05:21:00,05:21:00,S12637050070,8
T0700_1_SAT,05:30:00,05:30:00,S2684684990,1
T0700_1_SAT,05:33:00,05:33:00,S8025180380,2
T0700_1_SAT,05:36:00,05:36:00,S2645898942,3
T0700_1_SAT,05:39:00,05:39:00,S2608996925,4
T0700_1_SAT,05:42:00,05:42:00,S8025180378,5
T0700_1_SAT,05:45:00,05:45:00,S8025180370,6
T0700_1_SAT,05:48:00,05:48:00,S8025180384,7
T0700_1_SAT,05:51:00,05:51:00,S12637050070,8
T0700_1_SUN,06:00:00,06:00:00,S2684684990,1
T0700_1_SUN,06:03:00,06:03:00,S8025180380,2
T0700_1_SUN,06:06:00,06:06:00,S2645898942,3
T0700_1_SUN,06:09:00,06:09:00,S2608996925,4
T0700_1_SUN,06:12:00,06:12:00,S8025180378,5
T0700_1_SUN,06:15:00,06:15:00,S8025180370,6
T0700_1_SUN,06:18:00,06:18:00,S8025180384,7
T0700_1_SUN,06:21:00,06:21:00,S12637050070,8
T0600_0_WD,05:00:00,05:00:00,S2645898942,1
T0600_0_WD,05:03:00,05:03:00,S2704738472,2
T0600_0_WD,05:06:00,05:06:00,S2610160441,3
T0600_0_WD,05:09:00,05:09:00,S2630646748,4
T0600_0_WD,05:12:00,05:12:00,S2610160455,5
T0600_0_WD,05:15:00,05:15:00,S2610160458,6
T0600_0_WD,05:18:00,05:18:00,S2786722315,7
T0600_0_WD,05:21:00,05:21:00,S3622389893,8
T0600_0_WD,05:24:00,05:24:00,S2622505837,9
T0600_0_SAT,05:30:00,05:30:00,S2645898942,1
T0600_0_SAT,05:33:00,05:33:00,S2704738472,2
T0600_0_SAT,05:36:00,05:36:00,S2610160441,3
T0600_0_SAT,05:39:00,05:39:00,S2630646748,4
T0600_0_SAT,05:42:00,05:42:00,S2610160455,5
T0600_0_SAT,05:45:00,05:45:00,S2610160458,6
T0600_0_SAT,05:48:00,05:48:00,S2786722315,7
T0600_0_SAT,05:51:00,05:51:00,S3622389893,8
T0600_0_SAT,05:54:00,05:54:00,S2622505837,9
T0600_0_SUN,06:00:00,06:00:00,S2645898942,1
T0600_0_SUN,06:03:00,06:03:00,S2704738472,2
T0600_0_SUN,06:06:00,06:06:00,S2610160441,3
T0600_0_SUN,06:09:00,06:09:00,S2630646748,4
T0600_0_SUN,06:12:00,06:12:00,S2610160455,5
T0600_0_SUN,06:15:00,06:15:00,S2610160458,6
T0600_0_SUN,06:18:00,06:18:00,S2786722315,7
T0600_0_SUN,06:21:00,06:21:00,S3622389893,8
T0600_0_SUN,06:24:00,06:24:00,S2622505837,9
T0600_1_WD,05:00:00,05:00:00,S2622505837,1
T0600_1_WD,05:03:00,05:03:00,S3622389893,2
T0600_1_WD,05:06:00,05:06:00,S2786722315,3
T0600_1_WD,05:09:00,05:09:00,S2610160458,4
T0600_1_WD,05:12:00,05:12:00,S2610160455,5
T0600_1_WD,05:15:00,05:15:00,S2630646748,6
T0600_1_WD,05:18:00,05:18:00,S2610160441,7
T0600_1_WD,05:21:00,05:21:00,S2704738472,8
T0600_1_WD,05:24:00,05:24:00,S2645898942,9
T0600_1_SAT,05:30:00,05:30:00,S2622505837,1
T0600_1_SAT,05:33:00,05:33:00,S3622389893,2
T0600_1_SAT,05:36:00,05:36:00,S2786722315,3
T0600_1_SAT,05:39:00,05:39:00,S2610160458,4
T0600_1_SAT,05:42:00,05:42:00,S2610160455,5
T0600_1_SAT,05:45:00,05:45:00,S2630646748,6
T0600_1_SAT,05:48:00,05:48:00,S2610160441,7
T0600_1_SAT,05:51:00,05:51:00,S2704738472,8
T0600_1_SAT,05:54:00,05:54:00,S2645898942,9
T0600_1_SUN,06:00:00,06:00:00,S2622505837,1
T0600_1_SUN,06:03:00,06:03:00,S3622389893,2
T0600_1_SUN,06:06:00,06:06:00,S2786722315,3
T0600_1_SUN,06:09:00,06:09:00,S2610160458,4
T0600_1_SUN,06:12:00,06:12:00,S2610160455,5
T0600_1_SUN,06:15:00,06:15:00,S2630646748,6
T0600_1_SUN,06:18:00,06:18:00,S2610160441,7
T0600_1_SUN,06:21:00,06:21:00,S2704738472,8
T0600_1_SUN,06:24:00,06:24:00,S2645898942,9
T1602_0_WD,05:00:00,05:00:00,S2702185880,1
T1602_0_WD,05:03:00,05:03:00,S2609689812,2
T1602_0_WD,05:06:00,05:06:00,S2627401173,3
T1602_0_WD,05:09:00,05:09:00,S2609689809,4
T1602_0_WD,05:12:00,05:12:00,S2645898942,5
T1602_0_WD,05:15:00,05:15:00,S2615845672,6
T1602_0_WD,05:18:00,05:18:00,S2626561087,7
T1602_0_WD,05:21:00,05:21:00,S2627753126,8
T1602_0_WD,05:24:00,05:24:00,S2627753115,9
T1602_0_SAT,05:30:00,05:30:00,S2702185880,1
T1602_0_SAT,05:33:00,05:33:00,S2609689812,2
T1602_0_SAT,05:36:00,05:36:00,S2627401173,3
T1602_0_SAT,05:39:00,05:39:00,S2609689809,4
T1602_0_SAT,05:42:00,05:42:00,S2645898942,5
T1602_0_SAT,05:45:00,05:45:00,S2615845672,6
T1602_0_SAT,05:48:00,05:48:00,S2626561087,7
T1602_0_SAT,05:51:00,05:51:00,S2627753126,8
T1602_0_SAT,05:54:00,05:54:00,S2627753115,9
T1602_0_SUN,06:00:00,06:00:00,S2702185880,1
T1602_0_SUN,06:03:00,06:03:00,S2609689812,2
T1602_0_SUN,06:06:00,06:06:00,S2627401173,3
T1602_0_SUN,06:09:00,06:09:00,S2609689809,4
T1602_0_SUN,06:12:00,06:12:00,S2645898942,5
T1602_0_SUN,06:15:00,06:15:00,S2615845672,6
T1602_0_SUN,06:18:00,06:18:00,S2626561087,7
T1602_0_SUN,06:21:00,06:21:00,S2627753126,8
T1602_0_SUN,06:24:00,06:24:00,S2627753115,9
T1602_1_WD,05:00:00,05:00:00,S2627753115,1
T1602_1_WD,05:03:00,05:03:00,S2627753126,2
T1602_1_WD,05:06:00,05:06:00,S2626561087,3
T1602_1_WD,05:09:00,05:09:00,S2615845672,4
T1602_1_WD,05:12:00,05:12:00,S2645898942,5
T1602_1_WD,05:15:00,05:15:00,S2609689809,6
T1602_1_WD,05:18:00,05:18:00,S2627401173,7
T1602_1_WD,05:21:00,05:21:00,S2609689812,8
T1602_1_WD,05:24:00,05:24:00,S2702185880,9
T1602_1_SAT,05:30:00,05:30:00,S2627753115,1
T1602_1_SAT,05:33:00,05:33:00,S2627753126,2
T1602_1_SAT,05:36:00,05:36:00,S2626561087,3
T1602_1_SAT,05:39:00,05:39:00,S2615845672,4
T1602_1_SAT,05:42:00,05:42:00,S2645898942,5
T1602_1_SAT,05:45:00,05:45:00,S2609689809,6
T1602_1_SAT,05:48:00,05:48:00,S2627401173,7
T1602_1_SAT,05:51:00,05:51:00,S2609689812,8
T1602_1_SAT,05:54:00,05:54:00,S2702185880,9
T1602_1_SUN,06:00:00,06:00:00,S2627753115,1
T1602_1_SUN,06:03:00,06:03:00,S2627753126,2
T1602_1_SUN,06:06:00,06:06:00,S2626561087,3
T1602_1_SUN,06:09:00,06:09:00,S2615845672,4
T1602_1_SUN,06:12:00,06:12:00,S2645898942,5
T1602_1_SUN,06:15:00,06:15:00,S2609689809,6
T1602_1_SUN,06:18:00,06:18:00,S2627401173,7
T1602_1_SUN,06:21:00,06:21:00,S2609689812,8
T1602_1_SUN,06:24:00,06:24:00,S2702185880,9
T0200_0_WD,05:00:00,05:00:00,S8164638905,1
T0200_0_WD,05:03:00,05:03:00,S8600489254,2
T0200_0_WD,05:06:00,05:06:00,S2645898942,3
T0200_0_WD,05:09:00,05:09:00,S12637050070,4
T0200_0_WD,05:12:00,05:12:00,S7178403000,5
T0200_0_WD,05:15:00,05:15:00,S7173953552,6
T0200_0_WD,05:18:00,05:18:00,S10547608353,7
T0200_0_WD,05:21:00,05:21:00,S10577897741,8
T0200_0_WD,05:24:00,05:24:00,S8164638902,9
T0200_0_SAT,05:30:00,05:30:00,S8164638905,1
T0200_0_SAT,05:33:00,05:33:00,S8600489254,2
T0200_0_SAT,05:36:00,05:36:00,S2645898942,3
T0200_0_SAT,05:39:00,05:39:00,S12637050070,4
T0200_0_SAT,05:42:00,05:42:00,S7178403000,5
T0200_0_SAT,05:45:00,05:45:00,S7173953552,6
T0200_0_SAT,05:48:00,05:48:00,S10547608353,7
T0200_0_SAT,05:51:00,05:51:00,S10577897741,8
T0200_0_SAT,05:54:00,05:54:00,S8164638902,9
T0200_0_SUN,06:00:00,06:00:00,S8164638905,1
T0200_0_SUN,06:03:00,06:03:00,S8600489254,2
T0200_0_SUN,06:06:00,06:06:00,S2645898942,3
T0200_0_SUN,06:09:00,06:09:00,S12637050070,4
T0200_0_SUN,06:12:00,06:12:00,S7178403000,5
T0200_0_SUN,06:15:00,06:15:00,S7173953552,6
T0200_0_SUN,06:18:00,06:18:00,S10547608353,7
T0200_0_SUN,06:21:00,06:21:00,S10577897741,8
T0200_0_SUN,06:24:00,06:24:00,S8164638902,9
T0200_1_WD,05:00:00,05:00:00,S8164638902,1
T0200_1_WD,05:03:00,05:03:00,S10577897741,2
T0200_1_WD,05:06:00,05:06:00,S10547608353,3
T0200_1_WD,05:09:00,05:09:00,S7173953552,4
T0200_1_WD,05:12:00,05:12:00,S7178403000,5
T0200_1_WD,05:15:00,05:15:00,S12637050070,6
T0200_1_WD,05:18:00,05:18:00,S2645898942,7
T0200_1_WD,05:21:00,05:21:00,S8600489254,8
T0200_1_WD,05:24:00,05:24:00,S8164638905,9
T0200_1_SAT,05:30:00,05:30:00,S8164638902,1
T0200_1_SAT,05:33:00,05:33:00,S10577897741,2
T0200_1_SAT,05:36:00,05:36:00,S10547608353,3
T0200_1_SAT,05:39:00,05:39:00,S7173953552,4
T0200_1_SAT,05:42:00,05:42:00,S7178403000,5
T0200_1_SAT,05:45:00,05:45:00,S12637050070,6
T0200_1_SAT,05:48:00,05:48:00,S2645898942,7
T0200_1_SAT,05:51:00,05:51:00,S8600489254,8
T0200_1_SAT,05:54:00,05:54:00,S8164638905,9
T0200_1_SUN,06:00:00,06:00:00,S8164638902,1
T0200_1_SUN,06:03:00,06:03:00,S10577897741,2
T0200_1_SUN,06:06:00,06:06:00,S10547608353,3
T0200_1_SUN,06:09:00,06:09:00,S7173953552,4
T0200_1_SUN,06:12:00,06:12:00,S7178403000,5
T0200_1_SUN,06:15:00,06:15:00,S12637050070,6
T0200_1_SUN,06:18:00,06:18:00,S2645898942,7
T0200_1_SUN,06:21:00,06:21:00,S8600489254,8
T0200_1_SUN,06:24:00,06:24:00,S8164638905,9
