route_id,route_short_name,route_long_name,route_type
R007,007,Interbairros Zona Norte,3
R008,008,Interbairros Sentido Horário,3
R009,009,Interbairros Sentido Anti-horário,3
R010,010,Universidade (UEM),3
R011,011,Vila Esperança,3
R020,020,Vila São Domingos,3
R021,021,Universidade (UEM) - Avenida Tuiuti,3
R022,022,Conjunto Guaiapó,3
R023,023,Conjunto Requião,3
R026,026,Jardim Paulista,3
R040,040,A.A.B.B,3
R041,041,Jardim Monções,3
R131,131,Jardim Vitória,3
R137,137,Conjunto Hermann M de Barros,3
R138,138,Miosótis,3
R141,141,Parque Avenida (Via Portal das Torres),3
R152,152,Conjunto João Paulino / Branca Vieira,3
R162,162,Conjunto Léa Leal,3
R169,169,Jardim Alvorada,3
R175,175,Jardim Sumaré,3
R177,177,Parque Itaipú,3
R178,178,Floriano,3
R179,179,Jardim Andrade,3
R201,201,Iguatemi,3
R204,204,Jardim Licce,3
R205,205,Uningá,3
R219,219,Jardim Iguaçu,3
R220,220,Jardim São Clemente,3
R221,221,Jardim Montreal,3
R222,222,Higienópolis,3
R233,233,Conjunto Guaiapó,3
R234,234,Conjunto Champagnat,3
R235,235,Batel,3
R242,242,Jardim América,3
R243,243,Jardim Liberdade,3
R254A,254A,Parque Alvamar,3
R254CT,254CT,Jardim Cometa,3
R254E,254E,Jardim Esperança,3
R254I,254I,Jardim Independência,3
R254IT,254IT,Jardim Itália,3
R254J,254J,Conjunto José Richa,3
R254L,254L,Jardim Leblon,3
R254M,254M,Monte Rey,3
R254N,254N,Nova Aliança,3
R254O,254O,Jardim Ouro Verde,3
R254SA,254SA,Sarandi (Centro) - Maringá (Aeroporto),3
R254SJ,254SJ,Jardim São José,3
R254SP,254SP,Jardim São Paulo,3
R254U,254U,Jardim Universal,3
R254V,254V,Jardim Verão,3
R254VZ,254VZ,Conjunto Vale Azul,3
R300,300,Circular,3
R314,314,Vila Nova,3
R323,323,Jardim Bertioga,3
R324,324,Porto Seguro,3
R326,326,Conjunto Europa,3
R334,334,Conjunto Cidade Canção,3
R335,335,Vila Operária,3
R414,414,Hospital Municipal,3
R415,415,Cidade Alta,3
R416,416,Cidade Alta - via Brasil,3
R417,417,Conjunto Sanremo,3
R427,427,Cerro Azul,3
R458,458,Jardim Universo - Via Cerro Azul,3
R459,459,Jardim Universo - Via Borba Gato,3
R460,460,Jardim Olímpico,3
R461,461,Unifamma,3
R466,466,Conjunto Borba Gato,3
R469,469,Jardim Universo,3
R512,512,Cocomar,3
R528,528,Jardim Oásis,3
R528A,528A,Ceasa / Aeroporto,3
R531,531,Parque Industrial / ALL,3
R611,611,Bunge / Ceval,3
R713,713,Parque Hortência,3
R721,721,Atenas,3
R722,722,Conjunto Ney Braga,3
R734,734,Parque das Laranjeiras,3
R735,735,Jardim Rebouças,3
R736,736,Jardim Paris,3
R739,739,Jardim Munique,3
R801,801,Ivatuba (via IAP),3
R802,802,Itambé,3
R901,901,Paiçandu - Guanabara,3
R902,902,Trevo - Canadá,3
R903,903,Floresta,3
R905,905,Dr Camargo (Via Água Boa),3
R906,906,Paiçandu - Bela Vista (Monte Carmelo),3
R907,907,Paiçandu - Parque das Laranjeiras,3
RUEM,UEM,Universidade,3
