route_id,route_short_name,route_long_name,route_type
kochi-private-owne-r1,Chellanam → Cheranel,Chellanam → Cheranellore,3
kochi-private-owne-r2,High Court → North P,High Court → North Paravur,3
kochi-private-owne-r3,North Paravur → Vypi,North Paravur → Vypin → High Court,3
kochi-private-owne-r4,High Court → Vypin →,High Court → Vypin → North Paravur,3
kochi-private-owne-r5,North Paravur → High,North Paravur → High Court,3
kochi-private-owne-r6,Manjanakad → High Co,Manjanakad → High Court,3
kochi-private-owne-r7,High Court → Manjana,High Court → Manjanakad,3
kochi-private-owne-r8,Nedungad → High Cour,Nedungad → High Court,3
kochi-private-owne-r9,High Court → Nedunga,High Court → Nedungad (via Vypin),3
kochi-private-owne-r10,Munambam → High Cour,Munambam → High Court (via Vypin),3
kochi-private-owne-r11,High Court → Munamba,High Court → Munambam (via Vypin),3
kochi-private-owne-r12,High Court → Vytilla,High Court → Vytilla Mobility Hub,3
kochi-private-owne-r13,Edakochi → Fort Koch,Edakochi → Fort Kochi,3
kochi-private-owne-r14,Fort Kochi → Edakoch,Fort Kochi → Edakochi,3
kochi-private-owne-r15,High Court → Panambu,High Court → Panambukad (Vallarpadam),3
kochi-private-owne-r16,Panambukad (Vallarpa,Panambukad (Vallarpadam) → High Court,3
kochi-private-owne-r17,Vyttila Mobility Hub,Vyttila Mobility Hub → Vyttila Mobility Hub,3
kochi-private-owne-r18,Vyttila Mobility Hub,Vyttila Mobility Hub → Thamannam → Palarivattom → Vyttila Mobility Hub,3
kochi-private-owne-r19,Fort Kochi → Kumbala,Fort Kochi → Kumbalangi,3
kochi-private-owne-r20,Kumbalangi → Fort Ko,Kumbalangi → Fort Kochi,3
kochi-private-owne-r21,Aluva → Fort Kochi,Aluva → Fort Kochi,3
kochi-private-owne-r22,Fort Kochi → Aluva,Fort Kochi → Aluva,3
kochi-private-owne-r23,Aluva → Perumpadappu,Aluva → Perumpadappu,3
kochi-private-owne-r24,Willingdon Island → ,Willingdon Island → Fort Kochi,3
kochi-private-owne-r25,Fort Kochi → Willing,Fort Kochi → Willingdon Island,3
kochi-private-owne-r26,Perumpadappu → Aluva,Perumpadappu → Aluva,3
kochi-private-owne-r27,Willingdon Island → ,Willingdon Island → Aluva,3
kochi-private-owne-r28,Aluva → Willingdon I,Aluva → Willingdon Island,3
kochi-private-owne-r29,Chellanam → Aluva,Chellanam → Aluva,3
kochi-private-owne-r30,Aluva → Chellanam,Aluva → Chellanam,3
kochi-private-owne-r31,Kakkanad → Fort Koch,Kakkanad → Fort Kochi,3
kochi-private-owne-r32,Fort Kochi → Kakkana,Fort Kochi → Kakkanad,3
kochi-private-owne-r33,Thoppumpady → Aluva,Thoppumpady → Aluva,3
kochi-private-owne-r34,Aluva → Thoppumpady,Aluva → Thoppumpady,3
kochi-private-owne-r35,High Court → Munamba,High Court → Munambam,3
kochi-private-owne-r36,Munambam → High Cour,Munambam → High Court,3
kochi-private-owne-r37,Edakochi → Mattanche,Edakochi → Mattancherry,3
kochi-private-owne-r38,Mattancherry → Edako,Mattancherry → Edakochi,3
kochi-private-owne-r39,Thevara → Kakkanad,Thevara → Kakkanad,3
kochi-private-owne-r40,Kakkanad → Thevara,Kakkanad → Thevara,3
kochi-private-owne-r41,North Paravur → Kalo,North Paravur → Kaloor,3
kochi-private-owne-r42,Kaloor → SNDP Juncti,Kaloor → SNDP Junction → North Paravur,3
kochi-private-owne-r43,Kaloor → Chettibhaga,Kaloor → Chettibhagam → North Paravur,3
kochi-private-owne-r44,Fort Kochi → Aluva,Fort Kochi → Aluva,3
kochi-private-owne-r45,Aluva → Fort Kochi,Aluva → Fort Kochi,3
kochi-private-owne-r46,Mattancherry → Chera,Mattancherry → Cheranellore,3
kochi-private-owne-r47,Cheranellore → Matta,Cheranellore → Mattancherry,3
kochi-private-owne-r48,Mattancherry → Chitt,Mattancherry → Chittortemple,3
kochi-private-owne-r49,Chittortemple → Matt,Chittortemple → Mattancherry,3
kochi-private-owne-r50,Mattancherry → Aluva,Mattancherry → Aluva,3
kochi-private-owne-r51,Aluva → Mattancherry,Aluva → Mattancherry,3
kochi-private-owne-r52,Vyttila Mobility Hub,Vyttila Mobility Hub → North Paravur,3
kochi-private-owne-r53,North Paravur → Vytt,North Paravur → Vyttila,3
kochi-private-owne-r54,Cochinshipyard → Alu,Cochinshipyard → Aluva,3
kochi-private-owne-r55,Aluva → Cochinshipya,Aluva → Cochinshipyard,3
kochi-private-owne-r56,Thevara → Aluva,Thevara → Aluva,3
kochi-private-owne-r57,Aluva → Thevara,Aluva → Thevara,3
kochi-private-owne-r58,Kumbalangi → Chittoo,Kumbalangi → Chittoor Temple,3
kochi-private-owne-r59,Chittortemple → Kumb,Chittortemple → Kumbalangi,3
kochi-private-owne-r60,Perumpadappu → Kakka,Perumpadappu → Kakkanad,3
