route_id,route_short_name,route_long_name,route_type
L01,L01,Kingasani - Zando,3
L02,L02,Masina Q1 - Royal,3
L03,L03,Ngiringiri - Gare Centrale,3
L04,L04,UPN - Gare Centrale,3
L05,L05,Lemba - Poste Centrale,3
L07,L07,Masina Q3 - Fonction Publique,3
L08,L08,Masina Q3 - Gambela,3
L09,L09,UPN - Campus,3
L11,L11,Kapela - Clinique Ngaliema,3
L12,L12,Rond Point Ngaba - Place des Evolues,3
L13,L13,Hopital General - Mbudi,3
L14,L14,Matete - UPN,3
L15,L15,Kinkole - Ndili Q1,3
L16,L16,Victoire - UPN,3
L17,L17,Gambela - Mbudi,3
L18,L18,Kimbanseke - Zando,3
L19,L19,UNIKIN - Victoire,3
L20,L20,Selembao - Zando,3
L21,L21,Mitendi - UPN,3
L22,L22,Petro Congo - Place des Evolues,3
L23,L23,Petro Congo - Zando,3
L24,L24,UNIKIN - Zando,3
L25,L25,Mikondo - Sonas,3
L26,L26,Matete - Zando,3
L27,L27,Kingasani - UNIKIN,3
L31,L31,Pascal - Maluku,3
L32,L32,Pascal - Mongata,3
L33,L33,Secomaf - Zando,3
L34,L34,Rond Point Ngaba - Kimwenza,3
