route_id,route_short_name,route_long_name,route_type
r_1,1,KABUGA-NYABUGOGO (Via Sonatube),3
r_2,2,RUBIRIZI-DOWNTOWN,3
r_3,3,KIBAYA-KANOMBE AIRPORT-DOWNTOWN,3
r_4,4,MUSAVE-NDERA-REMERA TAXI PARK,3
r_5,5,MASAKA-REMERA,3
r_6,6,Nyanza Bus Park-KICUKIRO-REMERA TAXI PARK,3
r_7,7,Kabuga Bus Park-REMERA,3
r_8,8,Remera Bus Park-Nyabugogo,3
r_9,9,RUBIRIZI-REMERA TAXI PARK,3
r_10,10,Kibaya_Kanombe-REMERA TAXI PARK,3
r_11,11,REMERA-CHEZ LANDO-KIMIHURURA-DOWNTOWN,3
r_12,12,Kibaya_Kanombe-CHEZ LANDO-KACYIRU-NYABUGOGO,3
r_13,13,Kibaya_Kanombe-KICUKIRO-NYANZA TAXI PARK,3
