route_id,route_short_name,route_long_name,route_type
mumbai-central-rail-r1,H,Harbour Line: Mumbai CSMT → Panvel,2
mumbai-central-rail-r2,H,Harbour Line: Panvel → Mumbai CSMT,2
mumbai-central-rail-r3,H,Harbour Line: Mumbai CSMT → Goregaon,2
mumbai-central-rail-r4,C,Central Line: Kalyan Junction → Mumbai CSMT (Fast),2
mumbai-central-rail-r5,C,Central Line: Mumbai CSMT → Kalyan Junction (Fast),2
mumbai-central-rail-r6,H,Harbour Line: Goregaon → Mumbai CSMT,2
mumbai-central-rail-r7,C,Central Line: Kalyan Junction → Mumbai CSMT (Slow),2
mumbai-central-rail-r8,C,Central Line: Mumbai CSMT → Kalyan Junction (Slow),2
mumbai-central-rail-r9,C,Central Line: Mumbai CSMT → Kasara (Fast),2
mumbai-central-rail-r10,C,Central Line: Mumbai CSMT → Khopoli (Fast),2
mumbai-central-rail-r11,C,Central Line: Khopoli → Mumbai CSMT (Fast),2
mumbai-central-rail-r12,C,Central Line: Kasara → Mumbai CSMT (Fast),2
mumbai-central-rail-r13,12128,Train SuperFast Express 12128: Pune → Mumbai CSMT,2
mumbai-central-rail-r14,12127,Train SuperFast Express 12127: Mumbai CSMT → Pune,2
