route_id,route_short_name,route_long_name,route_type
R_FR_01,FR-01,Khana Pul to NUST,3
R_FR_03A,FR-03A,PIMS Hospital to Faisal Masjid,3
R_FR_04A,FR-04A,Bari Imam to Quaid e Azam University,3
R_FR_04,FR-04,PIMS Hospital to Bari Amam,3
R_FR_05,FR-05,Golara Morh to Taxila,3
R_FR_06,FR-06,PIMS Hospital to Golara Shareef,3
R_FR_07,FR-07,PIMS Hospital-Police Foundation,3
R_FR_08A,FR-08A,Capt. Naeem T. Shaheed Chowk to PIMS,3
R_FR_08C,FR-08C,Capt. Naeem T. Shaheed Chowk to PIMS,3
R_FR_09,FR-09,Golara Mor to Khanna Pul,3
R_FR_10,FR-10,Golara Morh to Taxila,3
R_FR_11,FR-11,Golra Morh Metro Station- Rafiullah Shaheed Chowk,3
R_FR_12,FR-12,Taxila Chowk- Tipu Sultan Shaheed Chowk,3
R_FR_13,FR-13,Golara Morh Station to Fateh Jang,3
R_FR_14A,FR-14A,Bara Kahu to Satra Meel,3
R_FR_14,FR-14,Bara Kahu to Mandi Morh,3
R_FR_15,FR-15,Khanna Pul- T- Chowk,3
