route_id,route_short_name,route_long_name,route_type
faridabad-delhi-transp-r1,512,512: Ambedkar Nagar Terminal -> RK Puram Sector 1,3
faridabad-delhi-transp-r2,511A,511A: Badarpur Border -> Dhaula Kuan,3
faridabad-delhi-transp-r3,511,511: Badarpur Border ->,3
faridabad-delhi-transp-r4,448,448: Punjabi Bagh Terminal -> Hamdard Nagar,3
faridabad-delhi-transp-r5,548,548: Minto Road Terminal -> Hamdard Nagar Terminal,3
faridabad-delhi-transp-r6,512,512: Rama Krishna Puram Sector 1 => Ambedkar Nagar Terminal,3
faridabad-delhi-transp-r7,715,715: Dwarka Sector 2 Bus Depot -> Mehrauli,3
faridabad-delhi-transp-r8,511A,511A: Dhaula Kuan → Badarpur Border,3
faridabad-delhi-transp-r9,448A,448A: Punjabi Bagh Terminal -> Hamdard Nagar,3
faridabad-delhi-transp-r10,448A,448A: Hamdard Nagar -> Punjabi Bagh Terminal,3
faridabad-delhi-transp-r11,548,548: Hamdard Nagar Terminal -> Minto Road Terminal,3
faridabad-delhi-transp-r12,448,448: Hamdard Nagar -> Punjabi Bagh Terminal,3
faridabad-delhi-transp-r13,505,505: Mehrauli -> Kamla Market,3
faridabad-delhi-transp-r14,505,505: Kamla Market -> Mehrauli,3
faridabad-delhi-transp-r15,715,715: Mehrauli -> Dwarka Sector 2 Bus Depot,3
