route_id,route_short_name,route_long_name,route_type
110,110,São Francisco,3
110.1,110.1,Universitária I,3
111,111,Ulisses Via Tancredo Neves,3
112,112,Mariana,3
113,113,Presidente Roosevelt Via Cemetron,3
114,114,Orgulho do Madeira,3
114A,114A,Orgulho do Madeira Via Shopping,3
114B,114B,Orgulho do Madeira Via Rio de Janeiro,3
115,115,Jardim Santana,3
115A,115A,Jardim Santana Via Hospital de Base,3
116,116,Esperança da Comunidade Via Cristal da Calama,3
117,117,Guajará,3
117.1,117.1,Universitária II,3
118,118,Quatro de Janeiro,3
119,119,Morar Melhor Via Areal (Floresta),3
120,120,Bairro Novo,3
121,121,Ulisses Via BR,3
122,122,Santa Marcelina,3
123,123,Cristal da Calama,3
123A,123A,Cristal da Calama Via Planalto,3
211,211,Campus Unir,3
212,212,Triângulo,3
213,213,Novo Horizonte,3
214,214,Cohab Via Jardim Eldorado,3
215,215,Norte Sul,3
215.1,215.1,Universitária III,3
216,216,Cidade Nova,3
217,217,Interbairros 030,3
218,218,Interbairros 040,3
219,219,Grande Circular A,3
220,220,Grande Circular B,3
221,221,Guaporé,3
222,222,Vila Teotônio,3
310,310,Alphaville,3
311,311,Vila Dnit Via Aeroporto,3
312,312,Nacional,3
313,313,Nova Esperança,3
319,319,Vila São João (BR 319),3
