trip_id,arrival_time,departure_time,stop_id,stop_sequence
T1-6-S_WEEKDAY-d0,05:45:00,05:45:00,MOosm10781564952,0
T1-6-S_WEEKDAY-d0,05:46:00,05:46:00,MOosm3925032741,1
T1-6-S_WEEKDAY-d0,05:48:00,05:48:00,MOosm3925032743,2
T1-6-S_WEEKDAY-d0,05:50:00,05:50:00,MOosm3920303007,3
T1-6-S_WEEKDAY-d0,05:51:00,05:51:00,MOosm3920303015,4
T1-6-S_WEEKDAY-d0,05:52:00,05:52:00,MOosm3920303014,5
T1-6-S_WEEKDAY-d0,05:54:00,05:54:00,MOosm3920303011,6
T1-6-S_WEEKDAY-d0,05:56:00,05:56:00,MOosm3920303009,7
T1-6-S_WEEKDAY-d0,05:57:00,05:57:00,MOosm3920278951,8
T1-6-S_WEEKDAY-d0,05:58:00,05:58:00,MOosm3920278952,9
T1-6-S_WEEKDAY-d0,06:00:00,06:00:00,MOosm3920252640,10
T1-6-S_WEEKDAY-d0,06:02:00,06:02:00,MOosm3920252627,11
T1-6-S_WEEKDAY-d0,06:03:00,06:03:00,MOosm3920252636,12
T1-6-S_WEEKDAY-d0,06:04:00,06:04:00,MOosm3920252637,13
T1-6-S_WEEKDAY-d0,06:06:00,06:06:00,MOosm3920252633,14
T1-6-S_WEEKDAY-d0,06:08:00,06:08:00,MOosm3920252634,15
T1-6-S_WEEKDAY-d0,06:09:00,06:09:00,MOosm3920252630,16
T1-6-S_WEEKDAY-d0,06:10:00,06:10:00,MOosm3920252631,17
T1-6-S_WEEKDAY-d0,06:12:00,06:12:00,MOosm3920183810,18
T1-6-S_WEEKDAY-d0,06:14:00,06:14:00,MOosm3920183811,19
T1-6-S_WEEKDAY-d0,06:15:00,06:15:00,MOosm3920171084,20
T1-6-S_WEEKDAY-d0,06:16:00,06:16:00,MOosm3920171085,21
T1-6-S_WEEKDAY-d0,06:18:00,06:18:00,MOosm3920169045,22
T1-6-S_WEEKDAY-d0,06:20:00,06:20:00,MOosm3920169046,23
T1-6-S_WEEKDAY-d0,06:21:00,06:21:00,MOosm3920169029,24
T1-6-S_WEEKDAY-d0,06:22:00,06:22:00,MOosm3920169028,25
T1-6-S_WEEKDAY-d0,06:24:00,06:24:00,MOosm3920077785,26
T1-6-S_WEEKDAY-d0,06:26:00,06:26:00,MOosm3920077784,27
T1-6-S_WEEKDAY-d0,06:27:00,06:27:00,MOosm3920077790,28
T1-6-S_WEEKDAY-d0,06:28:00,06:28:00,MOosm3920077783,29
T142-6-S_WEEKDAY-d1,05:45:00,05:45:00,MOosm3920077790,0
T142-6-S_WEEKDAY-d1,05:46:00,05:46:00,MOosm3920077783,1
T142-6-S_WEEKDAY-d1,05:48:00,05:48:00,MOosm3920077786,2
T142-6-S_WEEKDAY-d1,05:50:00,05:50:00,MOosm3920077787,3
T142-6-S_WEEKDAY-d1,05:51:00,05:51:00,MOosm3920169029,4
T142-6-S_WEEKDAY-d1,05:52:00,05:52:00,MOosm3920169030,5
T142-6-S_WEEKDAY-d1,05:54:00,05:54:00,MOosm3920169043,6
T142-6-S_WEEKDAY-d1,05:56:00,05:56:00,MOosm3920169041,7
T142-6-S_WEEKDAY-d1,05:57:00,05:57:00,MOosm3920171084,8
T142-6-S_WEEKDAY-d1,05:58:00,05:58:00,MOosm3920169027,9
T142-6-S_WEEKDAY-d1,06:00:00,06:00:00,MOosm3920183809,10
T142-6-S_WEEKDAY-d1,06:02:00,06:02:00,MOosm3920183808,11
T142-6-S_WEEKDAY-d1,06:03:00,06:03:00,MOosm3920252632,12
T142-6-S_WEEKDAY-d1,06:04:00,06:04:00,MOosm3920252628,13
T142-6-S_WEEKDAY-d1,06:06:00,06:06:00,MOosm3920252635,14
T142-6-S_WEEKDAY-d1,06:08:00,06:08:00,MOosm3920252629,15
T142-6-S_WEEKDAY-d1,06:09:00,06:09:00,MOosm3920252639,16
T142-6-S_WEEKDAY-d1,06:10:00,06:10:00,MOosm3920252638,17
T142-6-S_WEEKDAY-d1,06:12:00,06:12:00,MOosm3920252646,18
T142-6-S_WEEKDAY-d1,06:14:00,06:14:00,MOosm3920252644,19
T142-6-S_WEEKDAY-d1,06:15:00,06:15:00,MOosm3920278950,20
T142-6-S_WEEKDAY-d1,06:16:00,06:16:00,MOosm3920278953,21
T142-6-S_WEEKDAY-d1,06:18:00,06:18:00,MOosm3920303010,22
T142-6-S_WEEKDAY-d1,06:20:00,06:20:00,MOosm3920303022,23
T142-6-S_WEEKDAY-d1,06:21:00,06:21:00,MOosm3920303012,24
T142-6-S_WEEKDAY-d1,06:22:00,06:22:00,MOosm3920303013,25
T142-6-S_WEEKDAY-d1,06:24:00,06:24:00,MOosm3920303016,26
T142-6-S_WEEKDAY-d1,06:26:00,06:26:00,MOosm3920303023,27
T142-6-S_WEEKDAY-d1,06:27:00,06:27:00,MOosm3920303008,28
T142-6-S_WEEKDAY-d1,06:28:00,06:28:00,MOosm3925032746,29
T142-6-S_WEEKDAY-d1,06:30:00,06:30:00,MOosm3925032742,30
T142-6-S_WEEKDAY-d1,06:32:00,06:32:00,MOosm10781564952,31
T283-7-S_WEEKDAY-d0,06:00:00,06:00:00,MOosm984531230,0
T283-7-S_WEEKDAY-d0,06:02:00,06:02:00,MOosm10782161714,1
T283-7-S_WEEKDAY-d0,06:03:00,06:03:00,MOosm10782161713,2
T283-7-S_WEEKDAY-d0,06:04:00,06:04:00,MOosm10782161712,3
T283-7-S_WEEKDAY-d0,06:06:00,06:06:00,MOosm1755033768,4
T283-7-S_WEEKDAY-d0,06:08:00,06:08:00,MOosm3916543305,5
T283-7-S_WEEKDAY-d0,06:09:00,06:09:00,MOosm10782161711,6
T283-7-S_WEEKDAY-d0,06:10:00,06:10:00,MOosm10782161710,7
T283-7-S_WEEKDAY-d0,06:12:00,06:12:00,MOosm3916490292,8
T283-7-S_WEEKDAY-d0,06:14:00,06:14:00,MOosm3920367196,9
T283-7-S_WEEKDAY-d0,06:15:00,06:15:00,MOosm3925026774,10
T283-7-S_WEEKDAY-d0,06:16:00,06:16:00,MOosm10782161709,11
T283-7-S_WEEKDAY-d0,06:18:00,06:18:00,MOosm10782161708,12
T283-7-S_WEEKDAY-d0,06:20:00,06:20:00,MOosm3925747109,13
T283-7-S_WEEKDAY-d0,06:21:00,06:21:00,MOosm10782161707,14
T283-7-S_WEEKDAY-d0,06:22:00,06:22:00,MOosm10782161706,15
T283-7-S_WEEKDAY-d0,06:24:00,06:24:00,MOosm10782161705,16
T283-7-S_WEEKDAY-d0,06:26:00,06:26:00,MOosm10782153004,17
T283-7-S_WEEKDAY-d0,06:27:00,06:27:00,MOosm10782153003,18
T283-7-S_WEEKDAY-d0,06:28:00,06:28:00,MOosm10782153002,19
T283-7-S_WEEKDAY-d0,06:30:00,06:30:00,MOosm10782153001,20
T283-7-S_WEEKDAY-d0,06:32:00,06:32:00,MOosm10782153000,21
T283-7-S_WEEKDAY-d0,06:33:00,06:33:00,MOosm10782152999,22
T283-7-S_WEEKDAY-d0,06:34:00,06:34:00,MOosm10782152998,23
T283-7-S_WEEKDAY-d0,06:36:00,06:36:00,MOosm10782161734,24
T429-7-S_WEEKDAY-d1,06:00:00,06:00:00,MOosm10782161734,0
T429-7-S_WEEKDAY-d1,06:02:00,06:02:00,MOosm10782161732,1
T429-7-S_WEEKDAY-d1,06:03:00,06:03:00,MOosm10782161731,2
T429-7-S_WEEKDAY-d1,06:04:00,06:04:00,MOosm10782161730,3
T429-7-S_WEEKDAY-d1,06:06:00,06:06:00,MOosm10782161729,4
T429-7-S_WEEKDAY-d1,06:08:00,06:08:00,MOosm10782161728,5
T429-7-S_WEEKDAY-d1,06:09:00,06:09:00,MOosm10782161727,6
T429-7-S_WEEKDAY-d1,06:10:00,06:10:00,MOosm10782161726,7
T429-7-S_WEEKDAY-d1,06:12:00,06:12:00,MOosm10782161725,8
T429-7-S_WEEKDAY-d1,06:14:00,06:14:00,MOosm10782161724,9
T429-7-S_WEEKDAY-d1,06:15:00,06:15:00,MOosm10782161723,10
T429-7-S_WEEKDAY-d1,06:16:00,06:16:00,MOosm3925747110,11
T429-7-S_WEEKDAY-d1,06:18:00,06:18:00,MOosm10782161722,12
T429-7-S_WEEKDAY-d1,06:20:00,06:20:00,MOosm10782161721,13
T429-7-S_WEEKDAY-d1,06:21:00,06:21:00,MOosm3925026773,14
T429-7-S_WEEKDAY-d1,06:22:00,06:22:00,MOosm3920367199,15
T429-7-S_WEEKDAY-d1,06:24:00,06:24:00,MOosm3916490293,16
T429-7-S_WEEKDAY-d1,06:26:00,06:26:00,MOosm10782161720,17
T429-7-S_WEEKDAY-d1,06:27:00,06:27:00,MOosm10782161719,18
T429-7-S_WEEKDAY-d1,06:28:00,06:28:00,MOosm3916543304,19
T429-7-S_WEEKDAY-d1,06:30:00,06:30:00,MOosm1755033768,20
T429-7-S_WEEKDAY-d1,06:32:00,06:32:00,MOosm10782161718,21
T429-7-S_WEEKDAY-d1,06:33:00,06:33:00,MOosm10782161717,22
T429-7-S_WEEKDAY-d1,06:34:00,06:34:00,MOosm10782161716,23
T429-7-S_WEEKDAY-d1,06:36:00,06:36:00,MOosm10782161715,24
T429-7-S_WEEKDAY-d1,06:38:00,06:38:00,MOosm984531230,25
T575-7A-S_SUN-d0,06:30:00,06:30:00,MOosm984531230,0
T575-7A-S_SUN-d0,06:32:00,06:32:00,MOosm10782161714,1
T575-7A-S_SUN-d0,06:33:00,06:33:00,MOosm10782161713,2
T575-7A-S_SUN-d0,06:34:00,06:34:00,MOosm10782161712,3
T575-7A-S_SUN-d0,06:36:00,06:36:00,MOosm1755033768,4
T575-7A-S_SUN-d0,06:38:00,06:38:00,MOosm3925808410,5
T575-7A-S_SUN-d0,06:39:00,06:39:00,MOosm3925808409,6
T575-7A-S_SUN-d0,06:40:00,06:40:00,MOosm10782152996,7
T575-7A-S_SUN-d0,06:42:00,06:42:00,MOosm3925773415,8
T575-7A-S_SUN-d0,06:44:00,06:44:00,MOosm3925773417,9
T575-7A-S_SUN-d0,06:45:00,06:45:00,MOosm3925747109,10
T575-7A-S_SUN-d0,06:46:00,06:46:00,MOosm10782161707,11
T575-7A-S_SUN-d0,06:48:00,06:48:00,MOosm10782161706,12
T575-7A-S_SUN-d0,06:50:00,06:50:00,MOosm10782161705,13
T575-7A-S_SUN-d0,06:51:00,06:51:00,MOosm10782153004,14
T575-7A-S_SUN-d0,06:52:00,06:52:00,MOosm10782153003,15
T575-7A-S_SUN-d0,06:54:00,06:54:00,MOosm10782153002,16
T575-7A-S_SUN-d0,06:56:00,06:56:00,MOosm10782153001,17
