route_id,route_short_name,route_long_name,route_type
R_101,101,Lecce - Torre dell'Orso - Otranto,3
R_102,102,Maglie - Gallipoli,3
R_103,103,Maglie - Santa Cesarea Terme - Castro - Marina di Andrano,3
R_104,104,Lecce - Porto Cesareo - Gallipoli,3
R_105,105,Otranto - Santa Cesarea Terme - Castro - Santa Maria di Leuca,3
R_106,106,Lecce - Maglie - Otranto,3
R_107,107,Lecce - Maglie - Tricase - Santa Maria di Leuca,3
R_108,108,Lecce - Gallipoli - Santa Maria di Leuca,3
R_109,109,Galatina - Galatone - Gallipoli,3
R_110,110,Porto Cesareo - Riva degli Angeli,3
R_201,201,Nardò - Santa Maria al Bagno - Santa Caterina,3
R_202,202,Galatina - Soleto - Torre dell'Orso,3
R_203,203,Lecce - Squinzano - Casalabate,3
R_204,204,Lecce - Surbo - Torre Rinalda - Torre Chianca,3
R_205,205,Monteroni - Arnesano - Carmiano - Veglie - Torre Lapillo - Porto Cesareo,3
R_206,206,Novoli - Campi - Guagnano - Salice - Veglie - Torre Lapillo - Porto Cesareo,3
R_207,207,Barbarano - Salve - Torre Pali - Acquarica/Presicce,3
R_208,208,Sannicola - Lido Conchiglie,3
R_209,209,Giuggianello - Minervino - Uggiano - Otranto - Alimini - Torre dell'Orso,3
R_210,210,S. Cesario - Calimera - Melendugno - S. Foca - Torre dell'Orso,3
