trip_id,arrival_time,departure_time,stop_id,stop_sequence
jaipur-rsrtc-r1-1d0-t1,06:00:00,06:00:00,jaipur-26.89950-75.81320,1
jaipur-rsrtc-r1-1d0-t1,06:08:22,06:08:22,jaipur-26.90452-75.84433,2
jaipur-rsrtc-r1-1d0-t1,06:15:33,06:15:33,jaipur-26.89276-75.86786,3
jaipur-rsrtc-r1-1d0-t1,06:37:13,06:37:13,jaipur-26.87442-75.94922,4
jaipur-rsrtc-r1-1d0-t1,09:18:49,09:18:49,jaipur-26.94769-76.57825,5
jaipur-rsrtc-r1-1d0-t1,10:12:12,10:12:12,jaipur-26.97002-76.78553,6
jaipur-rsrtc-r1-1d0-t1,10:54:08,10:54:08,jaipur-27.04618-76.92528,7
jaipur-rsrtc-r1-1d0-t1,11:33:38,11:33:38,jaipur-27.09857-77.06796,8
jaipur-rsrtc-r1-1d0-t1,13:11:41,13:11:41,jaipur-27.18346-77.44112,9
jaipur-rsrtc-r1-1d0-t1,13:24:38,13:24:38,jaipur-27.21167-77.47947,10
jaipur-rsrtc-r1-1d0-t1,20:39:01,20:39:01,jaipur-26.92385-75.80066,11
jaipur-rsrtc-r1-1d0-t1,20:50:41,20:50:41,jaipur-26.90699-75.84109,12
jaipur-rsrtc-r1-1d0-t1,21:46:54,21:46:54,jaipur-26.85715-76.05368,13
jaipur-rsrtc-r1-1d0-t2,08:00:00,08:00:00,jaipur-26.89950-75.81320,1
jaipur-rsrtc-r1-1d0-t2,08:08:22,08:08:22,jaipur-26.90452-75.84433,2
jaipur-rsrtc-r1-1d0-t2,08:15:33,08:15:33,jaipur-26.89276-75.86786,3
jaipur-rsrtc-r1-1d0-t2,08:37:13,08:37:13,jaipur-26.87442-75.94922,4
jaipur-rsrtc-r1-1d0-t2,11:18:49,11:18:49,jaipur-26.94769-76.57825,5
jaipur-rsrtc-r1-1d0-t2,12:12:12,12:12:12,jaipur-26.97002-76.78553,6
jaipur-rsrtc-r1-1d0-t2,12:54:08,12:54:08,jaipur-27.04618-76.92528,7
jaipur-rsrtc-r1-1d0-t2,13:33:38,13:33:38,jaipur-27.09857-77.06796,8
jaipur-rsrtc-r1-1d0-t2,15:11:41,15:11:41,jaipur-27.18346-77.44112,9
jaipur-rsrtc-r1-1d0-t2,15:24:38,15:24:38,jaipur-27.21167-77.47947,10
jaipur-rsrtc-r1-1d0-t2,22:39:01,22:39:01,jaipur-26.92385-75.80066,11
jaipur-rsrtc-r1-1d0-t2,22:50:41,22:50:41,jaipur-26.90699-75.84109,12
jaipur-rsrtc-r1-1d0-t2,23:46:54,23:46:54,jaipur-26.85715-76.05368,13
jaipur-rsrtc-r1-1d0-t3,12:00:00,12:00:00,jaipur-26.89950-75.81320,1
jaipur-rsrtc-r1-1d0-t3,12:08:22,12:08:22,jaipur-26.90452-75.84433,2
jaipur-rsrtc-r1-1d0-t3,12:15:33,12:15:33,jaipur-26.89276-75.86786,3
jaipur-rsrtc-r1-1d0-t3,12:37:13,12:37:13,jaipur-26.87442-75.94922,4
jaipur-rsrtc-r1-1d0-t3,15:18:49,15:18:49,jaipur-26.94769-76.57825,5
jaipur-rsrtc-r1-1d0-t3,16:12:12,16:12:12,jaipur-26.97002-76.78553,6
jaipur-rsrtc-r1-1d0-t3,16:54:08,16:54:08,jaipur-27.04618-76.92528,7
jaipur-rsrtc-r1-1d0-t3,17:33:38,17:33:38,jaipur-27.09857-77.06796,8
jaipur-rsrtc-r1-1d0-t3,19:11:41,19:11:41,jaipur-27.18346-77.44112,9
jaipur-rsrtc-r1-1d0-t3,19:24:38,19:24:38,jaipur-27.21167-77.47947,10
jaipur-rsrtc-r1-1d0-t3,26:39:01,26:39:01,jaipur-26.92385-75.80066,11
jaipur-rsrtc-r1-1d0-t3,26:50:41,26:50:41,jaipur-26.90699-75.84109,12
jaipur-rsrtc-r1-1d0-t3,27:46:54,27:46:54,jaipur-26.85715-76.05368,13
jaipur-rsrtc-r1-1d0-t4,17:00:00,17:00:00,jaipur-26.89950-75.81320,1
jaipur-rsrtc-r1-1d0-t4,17:08:22,17:08:22,jaipur-26.90452-75.84433,2
jaipur-rsrtc-r1-1d0-t4,17:15:33,17:15:33,jaipur-26.89276-75.86786,3
jaipur-rsrtc-r1-1d0-t4,17:37:13,17:37:13,jaipur-26.87442-75.94922,4
jaipur-rsrtc-r1-1d0-t4,20:18:49,20:18:49,jaipur-26.94769-76.57825,5
jaipur-rsrtc-r1-1d0-t4,21:12:12,21:12:12,jaipur-26.97002-76.78553,6
jaipur-rsrtc-r1-1d0-t4,21:54:08,21:54:08,jaipur-27.04618-76.92528,7
jaipur-rsrtc-r1-1d0-t4,22:33:38,22:33:38,jaipur-27.09857-77.06796,8
jaipur-rsrtc-r1-1d0-t4,24:11:41,24:11:41,jaipur-27.18346-77.44112,9
jaipur-rsrtc-r1-1d0-t4,24:24:38,24:24:38,jaipur-27.21167-77.47947,10
jaipur-rsrtc-r1-1d0-t4,31:39:01,31:39:01,jaipur-26.92385-75.80066,11
jaipur-rsrtc-r1-1d0-t4,31:50:41,31:50:41,jaipur-26.90699-75.84109,12
jaipur-rsrtc-r1-1d0-t4,32:46:54,32:46:54,jaipur-26.85715-76.05368,13
jaipur-rsrtc-r1-1d0-t5,20:00:00,20:00:00,jaipur-26.89950-75.81320,1
