route_id,route_short_name,route_long_name,route_type
delhi-delhi-transp-r1,764,764: Najafgarh Sai Baba Mandir → Nehru Place,3
delhi-delhi-transp-r2,620,620: Shivaji Stadium -> Hauz Khas Metro Station,3
delhi-delhi-transp-r3,765,765,3
delhi-delhi-transp-r4,750,750,3
delhi-delhi-transp-r5,644,644,3
delhi-delhi-transp-r6,507,507: Dhaula Kuan -> Okhla Extension,3
delhi-delhi-transp-r7,512,512: Ambedkar Nagar Terminal -> RK Puram Sector 1,3
delhi-delhi-transp-r8,511A,511A: Badarpur Border -> Dhaula Kuan,3
delhi-delhi-transp-r9,511,511: Badarpur Border ->,3
delhi-delhi-transp-r10,448,448: Punjabi Bagh Terminal -> Hamdard Nagar,3
delhi-delhi-transp-r11,335 (2),335 (2),3
delhi-delhi-transp-r12,548,548: Minto Road Terminal -> Hamdard Nagar Terminal,3
delhi-delhi-transp-r13,512,512: Rama Krishna Puram Sector 1 => Ambedkar Nagar Terminal,3
delhi-delhi-transp-r14,764,764: Nehru Place -> Najafgarh Sai Baba Mandir,3
delhi-delhi-transp-r15,890,890: Kendriya Terminal,3
delhi-delhi-transp-r16,793,793: H-3 Vikas Puri Terminal -> Delhi Secretariat (Rajhghat Power House),3
delhi-delhi-transp-r17,783,783 (2),3
delhi-delhi-transp-r18,720,720: Janakpuri B-1 Terminal -> Shahdara,3
delhi-delhi-transp-r19,630,630 (2),3
delhi-delhi-transp-r20,890,890: Hastsal Village LIG Flats,3
delhi-delhi-transp-r21,793,793: Delhi Secretariat (Rajghat Power House) -> H-3 Vikas Puri Terminal,3
delhi-delhi-transp-r22,720,720: Shahdara -> Janakpuri B-1 Terminal,3
delhi-delhi-transp-r23,641,641 (1),3
delhi-delhi-transp-r24,630,630 (1),3
delhi-delhi-transp-r25,620,620: Hauz Khas Metro Station -> Shivaji Stadium,3
delhi-delhi-transp-r26,336,336 (1),3
delhi-delhi-transp-r27,715,715: Dwarka Sector 2 Bus Depot -> Mehrauli,3
delhi-delhi-transp-r28,611,611: Dhaula Kuan -> Mayur Vihar Phase 3,3
delhi-delhi-transp-r29,511A,511A: Dhaula Kuan → Badarpur Border,3
delhi-delhi-transp-r30,448A,448A: Punjabi Bagh Terminal -> Hamdard Nagar,3
delhi-delhi-transp-r31,511,511: -> Badarpur Border,3
delhi-delhi-transp-r32,621,621: Poorvanchal Hostel -> Mori Gate,3
