route_id,route_short_name,route_long_name,route_type
R_001,001,TURNAO NORTE (Centro Novo via Redencao - Vila Lobao),3
R_003,003,TURNAO LESTE,3
R_004,004,TURNAO SUL,3
R_005,005,TURNAO OESTE,3
R_011,011,CENTRO NOVO,3
R_012,012,VILA CONCEICAO,3
R_021,021,PETROLINA / IMPERATRIZ via Coquelandia / Sao Felix,3
R_025,025,INTERBAIRROS - Vila Fiquene / Santa Rita,3
R_026,026,INTERBAIRROS - Bom Jesus / Vila Nova / Bacuri,3
R_031,031,DAVINOPOLIS,3
R_032,032,GOVERNADOR EDISON LOBAO,3
R_033,033,RIBEIRAOZINHO DA ROCA,3
R_093,093,CIRCULAR BOM JESUS 1,3
R_094,094,CIRCULAR BOM JESUS 2,3
R_115,115,INTERBAIRROS - Itamar Guara / Sebastiao Regis,3
R_817,817,INTERBAIRROS - Parque Alvorada / Ouro Verde,3
