stop_id,stop_name,stop_lat,stop_lon
mumbai-17.39470-78.46763,Mumbai stop,17.394702,78.467628
mumbai-17.39325-78.46749,Mumbai stop,17.393246,78.467495
mumbai-17.43850-78.45842,Mumbai stop,17.438495,78.458417
mumbai-17.33775-77.91001,Mumbai stop,17.337749,77.910012
mumbai-17.33739-77.90994,Mumbai stop,17.337393,77.909943
mumbai-17.25061-77.58550,Mumbai stop,17.250606,77.585496
mumbai-17.25066-77.58417,Mumbai stop,17.250656,77.584169
mumbai-17.18089-77.28469,Mumbai stop,17.180894,77.284689
mumbai-17.11930-77.09045,Mumbai stop,17.119299,77.090449
mumbai-17.05399-76.99216,Mumbai stop,17.053994,76.992155
mumbai-17.05231-76.99177,Mumbai stop,17.052314,76.99177
mumbai-17.12135-76.94334,Mumbai stop,17.121349,76.943338
mumbai-17.12167-76.94352,Mumbai stop,17.121669,76.943522
mumbai-17.31470-76.82487,Mumbai stop,17.314696,76.82487
mumbai-17.34057-76.59002,Mumbai stop,17.340566,76.590015
mumbai-17.34060-76.58962,Mumbai stop,17.340596,76.589616
mumbai-17.66396-75.89324,Mumbai stop,17.663965,75.893241
mumbai-17.66450-75.89275,Mumbai stop,17.664502,75.892753
mumbai-18.09186-75.41758,Mumbai stop,18.09186,75.417582
mumbai-18.52904-73.87374,Mumbai stop,18.529044,73.873743
mumbai-18.74918-73.40851,Mumbai stop,18.749182,73.408512
mumbai-18.74896-73.40885,Mumbai stop,18.748963,73.408854
mumbai-18.75496-73.37838,Mumbai stop,18.754957,73.378385
mumbai-18.75469-73.37738,Mumbai stop,18.754689,73.377375
mumbai-19.23502-73.13082,Mumbai stop,19.235025,73.130825
mumbai-19.23480-73.13048,Mumbai stop,19.234803,73.130476
mumbai-19.01759-72.84357,Mumbai stop,19.017593,72.843568
mumbai-19.01721-72.84317,Mumbai stop,19.017207,72.843175
mumbai-18.94346-72.83572,Mumbai stop,18.94346,72.835723
mumbai-18.94082-72.83602,Mumbai stop,18.94082,72.836017
mumbai-19.23486-73.12982,Mumbai stop,19.234863,73.129816
mumbai-19.23497-73.13040,Mumbai stop,19.234968,73.1304
mumbai-18.91139-73.32096,Mumbai stop,18.911392,73.320965
mumbai-18.74949-73.40823,Mumbai stop,18.749488,73.408231
mumbai-18.74903-73.40889,Mumbai stop,18.749033,73.408889
mumbai-18.52958-73.87298,Mumbai stop,18.52958,73.872977
mumbai-18.09212-75.41773,Mumbai stop,18.092116,75.417733
mumbai-17.66459-75.89310,Mumbai stop,17.664589,75.893099
mumbai-17.34082-76.59065,Mumbai stop,17.340816,76.59065
mumbai-17.34069-76.58961,Mumbai stop,17.340685,76.589612
mumbai-17.31498-76.82400,Mumbai stop,17.314983,76.823998
mumbai-17.31478-76.82513,Mumbai stop,17.314783,76.825135
mumbai-17.12172-76.94364,Mumbai stop,17.121724,76.94364
mumbai-17.11998-77.09079,Mumbai stop,17.11998,77.090793
mumbai-17.11961-77.09050,Mumbai stop,17.119609,77.090502
mumbai-17.18109-77.28436,Mumbai stop,17.181088,77.284357
mumbai-17.18123-77.28494,Mumbai stop,17.181233,77.28494
mumbai-17.25085-77.58526,Mumbai stop,17.250848,77.585258
mumbai-17.25076-77.58417,Mumbai stop,17.250759,77.584168
mumbai-17.33794-77.90976,Mumbai stop,17.337943,77.909762
mumbai-17.33740-77.90981,Mumbai stop,17.337395,77.909812
mumbai-17.43862-78.45874,Mumbai stop,17.438622,78.458743
mumbai-17.43863-78.45807,Mumbai stop,17.438632,78.458067
mumbai-17.39419-78.46742,Mumbai stop,17.394186,78.467421
mumbai-17.39325-78.46731,Mumbai stop,17.393254,78.467309
mumbai-17.43295-78.50241,Mumbai stop,17.432955,78.502415
mumbai-17.43302-78.50294,Mumbai stop,17.433021,78.502945
mumbai-17.05234-76.99166,Mumbai stop,17.052341,76.991657
mumbai-18.52929-73.87338,Mumbai stop,18.529289,73.87338
mumbai-19.06861-72.89041,Mumbai stop,19.068606,72.890406
mumbai-19.06820-72.88969,Mumbai stop,19.068204,72.889693
mumbai-17.43330-78.50146,Mumbai stop,17.4333,78.501461
