route_id,route_short_name,route_long_name,route_type
KPUM03,03,UNIMED - Aksara - Pasar V,3
KPUM04,04,Patumbak - UMA,3
KPUM05,05,SM. Raja - Marendal,3
KPUM07,07,T. Amplas - Teladan - Tembung,3
KPUM08,08,B. Katamso - Titi Kuning - Deli Tua,3
KPUM10,10,Simalingkar - Padang Bulan - Lap. Merdeka - Pancing,3
KPUM13,13,Tuntungan - UMA,3
KPUM14,14,Tembung - Tj. Selamat,3
KPUM17,17,Karya Jasa - Belawan,3
KPUM52,52,Padang Bulan - Titi Kuning - Pringgan - Pinang Baris,3
KPUM64,64,Amplas - Simpang Limun - Sun Plaza,3
KPUM65,65,Kelambir V - Pinang Baris,3
KPUM90,90,Belawan - Deli Tua,3
A97,A97,SM. Raja - Amplas - Titi Kuning - Pancur Batu,3
