route_id,service_id,trip_id,trip_headsign
RED,daily,RED_NB_1,Pak Secretariat
RED,daily,RED_NB_2,Pak Secretariat
RED,daily,RED_NB_3,Pak Secretariat
RED,daily,RED_SB_1,Saddar
RED,daily,RED_SB_2,Saddar
RED,daily,RED_SB_3,Saddar
ORANGE,daily,ORG_WB_1,Islamabad International Airport
ORANGE,daily,ORG_WB_2,Islamabad International Airport
ORANGE,daily,ORG_WB_3,Islamabad International Airport
ORANGE,daily,ORG_EB_1,Faiz Ahmed Faiz
ORANGE,daily,ORG_EB_2,Faiz Ahmed Faiz
ORANGE,daily,ORG_EB_3,Faiz Ahmed Faiz
