route_id,service_id,trip_id,trip_headsign
401,WEEKDAY,401_SP_1,Praça do Papa
401,WEEKDAY,401_SP_2,Praça do Papa
401,WEEKDAY,401_PS_1,Porto de Santana
401,WEEKDAY,401_PS_2,Porto de Santana
402,WEEKDAY,402_PAPA_1,Prainha
402,WEEKDAY,402_PAPA_2,Prainha
402,WEEKDAY,402_PAPA_3,Prainha
402,WEEKDAY,402_PAPA_4,Prainha
402,WEEKDAY,402_PAPA_5,Prainha
402,WEEKDAY,402_PRA_1,Praça do Papa
402,WEEKDAY,402_PRA_2,Praça do Papa
402,WEEKDAY,402_PRA_3,Praça do Papa
402,WEEKDAY,402_PRA_4,Praça do Papa
402,WEEKDAY,402_PRA_5,Praça do Papa
403,SATURDAY,403_SAT_PS_1,Prainha
403,SATURDAY,403_SAT_PS_2,Prainha
403,SATURDAY,403_SAT_PS_3,Prainha
403,SATURDAY,403_SAT_PS_4,Prainha
403,SATURDAY,403_SAT_PS_5,Prainha
403,SATURDAY,403_SAT_PS_6,Prainha
403,SATURDAY,403_SAT_PR_1,Porto de Santana
403,SATURDAY,403_SAT_PR_2,Porto de Santana
403,SATURDAY,403_SAT_PR_3,Porto de Santana
403,SATURDAY,403_SAT_PR_4,Porto de Santana
403,SATURDAY,403_SAT_PR_5,Porto de Santana
403,SUNDAY,403_SUN_PS_1,Prainha
403,SUNDAY,403_SUN_PS_2,Prainha
403,SUNDAY,403_SUN_PS_3,Prainha
403,SUNDAY,403_SUN_PS_4,Prainha
403,SUNDAY,403_SUN_PS_5,Prainha
403,SUNDAY,403_SUN_PR_1,Porto de Santana
403,SUNDAY,403_SUN_PR_2,Porto de Santana
403,SUNDAY,403_SUN_PR_3,Porto de Santana
403,SUNDAY,403_SUN_PR_4,Porto de Santana
403,SUNDAY,403_SUN_PR_5,Porto de Santana
