route_id,route_short_name,route_long_name,route_type
METRO_L1,1,Linea 1 Observatorio - Pantitlan,1
METRO_L2,2,Linea 2 Cuatro Caminos - Tasquena,1
METRO_L3,3,Linea 3 Indios Verdes - Universidad,1
METRO_L4,4,Linea 4 Martin Carrera - Santa Anita,1
METRO_L5,5,Linea 5 Politecnico - Pantitlan,1
METRO_L6,6,Linea 6 El Rosario - Martin Carrera,1
METRO_L7,7,Linea 7 El Rosario - Barranca del Muerto,1
METRO_L8,8,Linea 8 Garibaldi - Constitucion de 1917,1
METRO_L9,9,Linea 9 Tacubaya - Pantitlan,1
METRO_LA,A,Linea A Pantitlan - La Paz,1
METRO_LB,B,Linea B Buenavista - Ciudad Azteca,1
METRO_L12,12,Linea 12 Mixcoac - Tlahuac,1
MB_L1,MB1,Metrobus Linea 1 Indios Verdes - El Caminero,3
