route_id,route_short_name,route_long_name,route_type
D33,D33,Conquista VI / UESB,3
D34,D34,Patagônia / UESB,3
D35,D35,Rodoviária / UESB,3
D36,D36,Morada dos Pássaros / UESB,3
P50,P50,Vilas Serranas / Conquista VI,3
P54,P54,Morada Real / Miro Cairo,3
P55,P55,Jardim Valéria / UESB,3
R10,R10,Campinhos / Centro,3
R11,R11,Conveima / Centro,3
R12,R12,Patagônia / Centro,3
R14,R14,Jardim Valéria / Centro,3
R15,R15,Morada Real / Centro,3
R16,R16,Conquista VI / Centro,3
R19,R19,Rodoviária / Centro,3
R19A,R19A,Rodoviária / Centro via Santa Helena,3
R20,R20,Cidade Modelo / Centro,3
R22,R22,Morada dos Pássaros / Centro,3
R23,R23,Vila América / Centro,3
R24,R24,Cruzeiro / Centro,3
R27,R27,Campo Verde / Centro,3
