route_id,route_short_name,route_long_name,route_type
PPCB_10,10,Street 2004 / Russian Federation Blvd. - Okhna Souy Sophan Bus Terminal,3
PPCB_11,11,Veng Sreng Blvd. / Chamkar Doung Road - Sleng Pagoda,3
PPCB_12,12,Phnom Penh Railway Station Loop,3
PPCB_13,13,Old Stadium - Doeum Thkov Roundabout,3
PPCB_1B,1B,Prince Manor Center Station - Veal Sbov Bus Station,3
PPCB_4,4,Russey Keo Garden - Canadia Water Supply,3
PPCB_4A,4A,Canadia Water Supply - Son Ti Pheap II Bus Terminal,3
PPCB_4B,4B,Royal Gendarmerie School - Canadia Water Supply,3
PPCB_4C,4C,New Steung Meanchey Market - Kuo Saov Roundabout,3
PPCB_6,6,Old Stadium - Bus Depot Prek Pnov Bridge,3
PPCB_7,7,Kilometer No 9 - Okhna Souy Sophan Bus Terminal,3
PPCB_8,8,Century Plaza Market - Old Stadium,3
PPCB_9,9,PPSEZ Entrance - Son Ti Pheap II Bus Terminal,3
