route_id,route_short_name,route_long_name,route_type
CTMAC_141,141,Pedrinhas / Novo Horizonte,3
CTMAC_211,211,Buritizal / Centro,3
CTMAC_212,212,Buritizal / São Camilo,3
CTMAC_411,411,Amazonas / Zerão,3
CTMAC_421,421,Ilha Redonda / São Camilo,3
CTMAC_431,431,Macapaba / Garden,3
CTMAC_432,432,Macapaba / São Camilo,3
CTMAC_441,441,Brasil Novo / Universidade,3
CTMAC_442,442,Brasil Novo / São Camilo,3
CTMAC_461,461,Infraero I / São Camilo,3
CTMAC_611,611,Renascer / UNIFAP via Canal,3
CTMAC_612,612,Canal do Jandiá / São Camilo,3
