trip_id,arrival_time,departure_time,stop_id,stop_sequence
1_out_0830,08:30:00,08:30:00,l1_borgonuovo,1
1_out_0830,08:34:00,08:34:00,l1_vicoli,2
1_out_0830,08:37:00,08:37:00,l1_cinemacity,3
1_out_0830,08:40:00,08:40:00,l1_baldini,4
1_out_0830,08:44:00,08:44:00,l1_vacchi,5
1_out_0830,08:45:00,08:45:00,l1_ospedale,6
1_out_0830,08:49:00,08:49:00,l1_caduti,7
1_out_0830,08:53:00,08:53:00,l1_ravennafs,8
1_out_0830,08:56:00,08:56:00,l1_trieste,9
1_out_0830,09:01:00,09:01:00,l1_gulli,10
1_out_0830,09:02:00,09:02:00,l1_ostello,11
1_out_0830,09:05:00,09:05:00,l1_anticamilizia,12
1_out_0830,09:08:00,09:08:00,l1_poggi,13
1_out_0830,09:12:00,09:12:00,l1_stradone,14
1_out_0830,09:16:00,09:16:00,l1_portofuori,15
1_out_0930,09:30:00,09:30:00,l1_borgonuovo,1
1_out_0930,09:44:00,09:44:00,l1_vacchi,2
1_out_0930,09:45:00,09:45:00,l1_ospedale,3
1_out_0930,09:49:00,09:49:00,l1_caduti,4
1_out_0930,09:53:00,09:53:00,l1_ravennafs,5
1_out_0930,09:56:00,09:56:00,l1_trieste,6
1_out_0930,10:01:00,10:01:00,l1_gulli,7
1_out_0930,10:16:00,10:16:00,l1_portofuori,8
1_in_0956,09:56:00,09:56:00,l1_portofuori,1
1_in_0956,10:00:00,10:00:00,l1_stradone,2
1_in_0956,10:04:00,10:04:00,l1_poggi,3
1_in_0956,10:08:00,10:08:00,l1_anticamilizia,4
1_in_0956,10:12:00,10:12:00,l1_ostello,5
1_in_0956,10:16:00,10:16:00,l1_gulli,6
1_in_0956,10:20:00,10:20:00,l1_trieste,7
1_in_0956,10:24:00,10:24:00,l1_ravennafs,8
1_in_0956,10:28:00,10:28:00,l1_caduti,9
1_in_0956,10:32:00,10:32:00,l1_ospedale,10
1_in_0956,10:35:00,10:35:00,l1_vacchi,11
1_in_0956,10:38:00,10:38:00,l1_baldini,12
1_in_0956,10:42:00,10:42:00,l1_cinemacity,13
1_in_0956,10:46:00,10:46:00,l1_vicoli,14
1_in_0956,10:50:00,10:50:00,l1_borgonuovo,15
70_out_0700,07:00:00,07:00:00,l70_fornace,1
70_out_0700,07:12:00,07:12:00,l70_ravennafs,2
70_out_0700,07:35:00,07:35:00,l70_puntamarina,3
70_out_0700,07:45:00,07:45:00,l70_marina,4
70_out_1300,13:00:00,13:00:00,l70_fornace,1
70_out_1300,13:12:00,13:12:00,l70_ravennafs,2
70_out_1300,13:35:00,13:35:00,l70_puntamarina,3
70_out_1300,13:45:00,13:45:00,l70_marina,4
70_in_0800,08:00:00,08:00:00,l70_marina,1
70_in_0800,08:10:00,08:10:00,l70_puntamarina,2
70_in_0800,08:33:00,08:33:00,l70_ravennafs,3
70_in_0800,08:45:00,08:45:00,l70_fornace,4
90_out_0730,07:30:00,07:30:00,l90_ravennafs,1
90_out_0730,07:50:00,07:50:00,l90_portocorsini,2
90_out_0730,07:58:00,07:58:00,l90_marinaromea,3
90_out_0730,08:10:00,08:10:00,l90_casalborsetti,4
90_in_0900,09:00:00,09:00:00,l90_casalborsetti,1
90_in_0900,09:12:00,09:12:00,l90_marinaromea,2
90_in_0900,09:20:00,09:20:00,l90_portocorsini,3
90_in_0900,09:40:00,09:40:00,l90_ravennafs,4
51_out_0710,07:10:00,07:10:00,l51_0,1
51_out_0710,07:12:00,07:12:00,l51_1,2
51_out_0710,07:14:00,07:14:00,l51_2,3
51_out_0710,07:16:00,07:16:00,l51_3,4
51_out_0710,07:18:00,07:18:00,l51_4,5
51_out_0710,07:20:00,07:20:00,l51_5,6
51_out_0710,07:22:00,07:22:00,l51_6,7
51_out_0710,07:24:00,07:24:00,l51_7,8
51_out_0710,07:26:00,07:26:00,l51_8,9
51_out_0710,07:28:00,07:28:00,l51_9,10
51_out_0710,07:30:00,07:30:00,l51_10,11
51_out_0710,07:32:00,07:32:00,l51_11,12
51_out_0710,07:34:00,07:34:00,l51_12,13
51_out_0710,07:36:00,07:36:00,l51_13,14
51_out_0710,07:38:00,07:38:00,l51_14,15
51_out_0710,07:40:00,07:40:00,l51_15,16
51_out_0710,07:42:00,07:42:00,l51_16,17
51_out_0710,07:44:00,07:44:00,l51_17,18
51_in_0810,08:10:00,08:10:00,l51_17,1
51_in_0810,08:12:00,08:12:00,l51_16,2
51_in_0810,08:14:00,08:14:00,l51_15,3
51_in_0810,08:16:00,08:16:00,l51_14,4
51_in_0810,08:18:00,08:18:00,l51_13,5
51_in_0810,08:20:00,08:20:00,l51_12,6
51_in_0810,08:22:00,08:22:00,l51_11,7
51_in_0810,08:24:00,08:24:00,l51_10,8
51_in_0810,08:26:00,08:26:00,l51_9,9
51_in_0810,08:28:00,08:28:00,l51_8,10
51_in_0810,08:30:00,08:30:00,l51_7,11
51_in_0810,08:32:00,08:32:00,l51_6,12
51_in_0810,08:34:00,08:34:00,l51_5,13
51_in_0810,08:36:00,08:36:00,l51_4,14
51_in_0810,08:38:00,08:38:00,l51_3,15
51_in_0810,08:40:00,08:40:00,l51_2,16
51_in_0810,08:42:00,08:42:00,l51_1,17
51_in_0810,08:44:00,08:44:00,l51_0,18
52_out_0715,07:15:00,07:15:00,l52_0,1
52_out_0715,07:18:00,07:18:00,l52_1,2
52_out_0715,07:21:00,07:21:00,l52_2,3
52_out_0715,07:24:00,07:24:00,l52_3,4
52_out_0715,07:27:00,07:27:00,l52_4,5
52_out_0715,07:30:00,07:30:00,l52_5,6
52_out_0715,07:33:00,07:33:00,l52_6,7
52_out_0715,07:36:00,07:36:00,l52_7,8
52_out_0715,07:39:00,07:39:00,l52_8,9
52_out_0715,07:42:00,07:42:00,l52_9,10
52_out_0715,07:45:00,07:45:00,l52_10,11
52_out_0715,07:48:00,07:48:00,l52_11,12
52_in_0815,08:15:00,08:15:00,l52_11,1
52_in_0815,08:18:00,08:18:00,l52_10,2
52_in_0815,08:21:00,08:21:00,l52_9,3
52_in_0815,08:24:00,08:24:00,l52_8,4
52_in_0815,08:27:00,08:27:00,l52_7,5
52_in_0815,08:30:00,08:30:00,l52_6,6
52_in_0815,08:33:00,08:33:00,l52_5,7
52_in_0815,08:36:00,08:36:00,l52_4,8
52_in_0815,08:39:00,08:39:00,l52_3,9
52_in_0815,08:42:00,08:42:00,l52_2,10
52_in_0815,08:45:00,08:45:00,l52_1,11
52_in_0815,08:48:00,08:48:00,l52_0,12
tragh_MP_300,05:00:00,05:00:00,ferry_marina,1
tragh_MP_300,05:05:00,05:05:00,ferry_portocorsini,2
tragh_PM_300,05:07:00,05:07:00,ferry_portocorsini,1
tragh_PM_300,05:12:00,05:12:00,ferry_marina,2
tragh_MP_420,07:00:00,07:00:00,ferry_marina,1
tragh_MP_420,07:05:00,07:05:00,ferry_portocorsini,2
tragh_PM_420,07:07:00,07:07:00,ferry_portocorsini,1
tragh_PM_420,07:12:00,07:12:00,ferry_marina,2
tragh_MP_600,10:00:00,10:00:00,ferry_marina,1
tragh_MP_600,10:05:00,10:05:00,ferry_portocorsini,2
tragh_PM_600,10:07:00,10:07:00,ferry_portocorsini,1
tragh_PM_600,10:12:00,10:12:00,ferry_marina,2
tragh_MP_780,13:00:00,13:00:00,ferry_marina,1
tragh_MP_780,13:05:00,13:05:00,ferry_portocorsini,2
tragh_PM_780,13:07:00,13:07:00,ferry_portocorsini,1
tragh_PM_780,13:12:00,13:12:00,ferry_marina,2
tragh_MP_960,16:00:00,16:00:00,ferry_marina,1
tragh_MP_960,16:05:00,16:05:00,ferry_portocorsini,2
tragh_PM_960,16:07:00,16:07:00,ferry_portocorsini,1
tragh_PM_960,16:12:00,16:12:00,ferry_marina,2
tragh_MP_1140,19:00:00,19:00:00,ferry_marina,1
tragh_MP_1140,19:05:00,19:05:00,ferry_portocorsini,2
tragh_PM_1140,19:07:00,19:07:00,ferry_portocorsini,1
tragh_PM_1140,19:12:00,19:12:00,ferry_marina,2
tragh_MP_1320,22:00:00,22:00:00,ferry_marina,1
tragh_MP_1320,22:05:00,22:05:00,ferry_portocorsini,2
tragh_PM_1320,22:07:00,22:07:00,ferry_portocorsini,1
tragh_PM_1320,22:12:00,22:12:00,ferry_marina,2
tragh_MP_1470,24:30:00,24:30:00,ferry_marina,1
tragh_MP_1470,24:35:00,24:35:00,ferry_portocorsini,2
tragh_PM_1470,24:37:00,24:37:00,ferry_portocorsini,1
tragh_PM_1470,24:42:00,24:42:00,ferry_marina,2
