stop_id,stop_name,stop_lat,stop_lon
cz_arcos,Arcos de Zapopan (Tren Ligero L3),20.74111,-103.40722
cz_gilpreciado,Av. Juan Gil Preciado,20.7518,-103.40954
cz_cristorey,Colinas de Cristo Rey,20.76249,-103.41187
cz_lopezmateos,Calle Lopez Mateos 1123,20.77318,-103.41419
cz_chorritos,Chorritos,20.78387,-103.41651
cz_alamo,Alamo,20.79456,-103.41884
cz_santalucia,Santa Lucia,20.80525,-103.42116
cz_lirios,Avenida de los Lirios 426,20.81595,-103.42348
cz_valle,Valle de los Molinos,20.82664,-103.42581
cz_manitoba,Manitoba 17,20.83733,-103.42813
cz_albaterra,Albaterra,20.84802,-103.43045
cz_mirador,Mirador del Bosque,20.85871,-103.43278
cz_copala,Hacienda Copala,20.8694,-103.4351
