route_id,service_id,trip_id,trip_headsign
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d0-t1,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d0-t2,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d0-t3,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d0-t4,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d0-t5,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d1-t1,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d1-t2,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d1-t3,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d1-t4,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r1,daily,bengaluru-bmrcl-r1-1d1-t5,Purple Line (Whitefield (Kadugodi) → Challaghatta)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d0-t1,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d0-t2,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d0-t3,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d0-t4,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d0-t5,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d1-t1,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d1-t2,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d1-t3,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d1-t4,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r2,daily,bengaluru-bmrcl-r2-2d1-t5,Green Line (Silk Institute -> Madavara)
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d0-t1,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d0-t2,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d0-t3,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d0-t4,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d0-t5,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d1-t1,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d1-t2,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d1-t3,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d1-t4,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r3,daily,bengaluru-bmrcl-r3-3d1-t5,Purple Line (Challaghatta → Whitefield (Kadugodi))
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d0-t1,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d0-t2,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d0-t3,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d0-t4,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d0-t5,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d1-t1,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d1-t2,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d1-t3,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d1-t4,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r4,daily,bengaluru-bmrcl-r4-4d1-t5,Green Line (Madavara -> Silk Institute)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d0-t1,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d0-t2,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d0-t3,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d0-t4,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d0-t5,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d1-t1,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d1-t2,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d1-t3,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d1-t4,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r5,daily,bengaluru-bmrcl-r5-5d1-t5,Green Line (Silk Institute -> Peenya Industry)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d0-t1,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d0-t2,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d0-t3,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d0-t4,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d0-t5,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d1-t1,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d1-t2,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d1-t3,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d1-t4,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r6,daily,bengaluru-bmrcl-r6-6d1-t5,Green Line (Peenya Industry -> Silk Institute)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d0-t1,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d0-t2,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d0-t3,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d0-t4,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d0-t5,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d1-t1,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d1-t2,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d1-t3,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d1-t4,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r7,daily,bengaluru-bmrcl-r7-7d1-t5,Purple Line (Mysuru Road → Pattandur Agrahara)
bengaluru-bmrcl-r8,daily,bengaluru-bmrcl-r8-8d0-t1,Purple Line (Pattandur Agrahara → Mysuru Road)
bengaluru-bmrcl-r8,daily,bengaluru-bmrcl-r8-8d0-t2,Purple Line (Pattandur Agrahara → Mysuru Road)
bengaluru-bmrcl-r8,daily,bengaluru-bmrcl-r8-8d0-t3,Purple Line (Pattandur Agrahara → Mysuru Road)
bengaluru-bmrcl-r8,daily,bengaluru-bmrcl-r8-8d0-t4,Purple Line (Pattandur Agrahara → Mysuru Road)
bengaluru-bmrcl-r8,daily,bengaluru-bmrcl-r8-8d0-t5,Purple Line (Pattandur Agrahara → Mysuru Road)
bengaluru-bmrcl-r8,daily,bengaluru-bmrcl-r8-8d1-t1,Purple Line (Pattandur Agrahara → Mysuru Road)
