trip_id,arrival_time,departure_time,stop_id,stop_sequence
LS013_out_0725,07:25:00,07:25:00,bs_autostaz,1
LS013_out_0725,07:30:00,07:30:00,bs_torrelunga,2
LS013_out_0725,07:35:00,07:35:00,bs_volta,3
LS013_out_0725,07:44:00,07:44:00,sanzeno_diaz,4
LS013_out_0725,07:47:00,07:47:00,poncarale_chiaviche,5
LS013_out_0725,07:52:00,07:52:00,bagnolo_stazione,6
LS013_out_0725,08:00:00,08:00:00,manerbio_italia,7
LS013_out_0725,08:05:00,08:05:00,bassano_mazzini,8
LS013_out_0725,08:07:00,08:07:00,bassano_bettolino,9
LS013_out_0725,08:15:00,08:15:00,pontevico_mazzini,10
LS013_out_0725,08:17:00,08:17:00,robecco_liberta,11
LS013_out_0725,08:27:00,08:27:00,pozzaglio_roma,12
LS013_out_0725,08:38:00,08:38:00,cremona_viabrescia,13
LS013_out_0725,08:40:00,08:40:00,cremona_autostaz,14
LS013_in_0700,07:00:00,07:00:00,cremona_autostaz,1
LS013_in_0700,07:02:00,07:02:00,cremona_viabrescia,2
LS013_in_0700,07:13:00,07:13:00,pozzaglio_roma,3
LS013_in_0700,07:23:00,07:23:00,robecco_liberta,4
LS013_in_0700,07:25:00,07:25:00,pontevico_mazzini,5
LS013_in_0700,07:33:00,07:33:00,bassano_bettolino,6
LS013_in_0700,07:35:00,07:35:00,bassano_mazzini,7
LS013_in_0700,07:41:00,07:41:00,manerbio_italia,8
LS013_in_0700,07:46:00,07:46:00,bagnolo_stazione,9
LS013_in_0700,07:52:00,07:52:00,poncarale_chiaviche,10
LS013_in_0700,07:56:00,07:56:00,sanzeno_diaz,11
LS013_in_0700,08:04:00,08:04:00,bs_volta,12
LS013_in_0700,08:11:00,08:11:00,bs_xxvaprile,13
LS013_in_0700,08:15:00,08:15:00,bs_autostaz,14
LS017_out,07:00:00,07:00:00,bs_autostaz,1
LS017_out,07:30:00,07:30:00,leno,2
LS017_out,07:55:00,07:55:00,gottolengo,3
LS017_out,08:30:00,08:30:00,asola,4
LS017_in,13:30:00,13:30:00,asola,1
LS017_in,14:05:00,14:05:00,gottolengo,2
LS017_in,14:30:00,14:30:00,leno,3
LS017_in,15:00:00,15:00:00,bs_autostaz,4
LS020_out,07:10:00,07:10:00,bs_autostaz,1
LS020_out,07:35:00,07:35:00,ghedi,2
LS020_out,07:55:00,07:55:00,calvisano,3
LS020_out,08:35:00,08:35:00,asola,4
LS020_in,13:40:00,13:40:00,asola,1
LS020_in,14:20:00,14:20:00,calvisano,2
LS020_in,14:40:00,14:40:00,ghedi,3
LS020_in,15:05:00,15:05:00,bs_autostaz,4
LS034_out,06:45:00,06:45:00,carpenedolo,1
LS034_out,07:20:00,07:20:00,desenzano,2
LS034_out,08:05:00,08:05:00,bs_autostaz,3
LS034_in,13:30:00,13:30:00,bs_autostaz,1
LS034_in,14:15:00,14:15:00,desenzano,2
LS034_in,14:50:00,14:50:00,carpenedolo,3
LS033_out,06:50:00,06:50:00,carpenedolo,1
LS033_out,07:10:00,07:10:00,montichiari,2
LS033_out,07:50:00,07:50:00,bs_autostaz,3
LS033_in,13:45:00,13:45:00,bs_autostaz,1
LS033_in,14:25:00,14:25:00,montichiari,2
LS033_in,14:45:00,14:45:00,carpenedolo,3
LS025_out,07:15:00,07:15:00,bs_autostaz,1
LS025_out,07:50:00,07:50:00,rovato,2
LS025_out,08:20:00,08:20:00,sarnico,3
LS025_in,13:30:00,13:30:00,sarnico,1
LS025_in,14:00:00,14:00:00,rovato,2
LS025_in,14:35:00,14:35:00,bs_autostaz,3
LS021_out,07:00:00,07:00:00,iseo,1
LS021_out,07:25:00,07:25:00,rovato,2
LS021_out,07:45:00,07:45:00,chiari,3
LS021_out,08:15:00,08:15:00,orzinuovi,4
LS021_in,13:30:00,13:30:00,orzinuovi,1
LS021_in,14:00:00,14:00:00,chiari,2
LS021_in,14:20:00,14:20:00,rovato,3
LS021_in,14:45:00,14:45:00,iseo,4
LS002_out,07:10:00,07:10:00,iseo,1
LS002_out,07:35:00,07:35:00,sarnico,2
LS002_in,08:00:00,08:00:00,sarnico,1
LS002_in,08:25:00,08:25:00,iseo,2
LS010_out,07:05:00,07:05:00,bs_autostaz,1
LS010_out,08:00:00,08:00:00,orzinuovi,2
LS010_in,13:30:00,13:30:00,orzinuovi,1
LS010_in,14:25:00,14:25:00,bs_autostaz,2
LS015_out,06:40:00,06:40:00,verolanuova,1
LS015_out,07:30:00,07:30:00,bs_autostaz,2
LS015_in,13:30:00,13:30:00,bs_autostaz,1
LS015_in,14:20:00,14:20:00,verolanuova,2
RL202_out,07:00:00,07:00:00,salo,1
RL202_out,07:20:00,07:20:00,gavardo,2
RL202_out,08:00:00,08:00:00,bs_autostaz,3
RL202_in,13:30:00,13:30:00,bs_autostaz,1
RL202_in,14:10:00,14:10:00,gavardo,2
RL202_in,14:30:00,14:30:00,salo,3
LN013_out,06:30:00,06:30:00,vestone,1
LN013_out,07:10:00,07:10:00,gavardo,2
LN013_out,07:50:00,07:50:00,bs_autostaz,3
LN013_in,13:30:00,13:30:00,bs_autostaz,1
LN013_in,14:10:00,14:10:00,gavardo,2
LN013_in,14:50:00,14:50:00,vestone,3
RL201_out,07:00:00,07:00:00,bs_autostaz,1
RL201_out,07:40:00,07:40:00,gardone_vt,2
RL201_in,08:00:00,08:00:00,gardone_vt,1
RL201_in,08:40:00,08:40:00,bs_autostaz,2
