route_id,route_short_name,route_long_name,route_type
LS013,LS013,Brescia - San Zeno - Bagnolo Mella - Manerbio - Pontevico - Cremona,3
LS017,LS017,Brescia - Leno - Gottolengo - Gambara - Fiesse - Asola,3
LS020,LS020,Brescia - Ghedi - Calvisano - Isorella - Remedello - Asola,3
LS034,LS034,Carpenedolo - Calcinato - Desenzano - Brescia,3
LS033,LS033,Carpenedolo - Montichiari - Brescia,3
LS025,LS025,Brescia - Rovato - Erbusco - Adro - Capriolo - Paratico,3
LS021,LS021,Iseo - Rovato - Chiari - Orzinuovi,3
LS002,LS002,Iseo - Sarnico,3
LS010,LS010,Brescia - Mairano - Barbariga - Orzinuovi,3
LS015,LS015,Verolanuova - Faverzano - Brescia,3
RL202-1,RL202,Gargnano - Salo - Gavardo - Nuvolento - Brescia,3
LN013,LN013,Bagolino - Idro - Odolo - Brescia,3
RL201,RL201,Linea Val Trompia (Brescia - Gardone Val Trompia),3
