route_id,route_short_name,route_long_name,route_type
R100,100,Terminal Bingen x Centro,3
R101,101,Rocio x Terminal Bingen,3
R102,102,Bartolomeu de Gusmao x Centro,3
R104,104,Vila Militar x Centro,3
R106,106,Bataillard x Centro,3
R108,108,Bairro Castrioto x Centro,3
R110,110,Duarte da Silveira x Centro,3
R127,127,Mosela x Centro,3
R150,150,Terminal Correas x Terminal Bingen,3
R160,160,Terminal Itaipava x Terminal Bingen,3
R170,170,Terminal Itamarati x Terminal Bingen,3
R180,180,Quitandinha/Coronel Veiga x Terminal Bingen,3
R190,190,Duarte da Silveira x Centro (Corredor),3
