route_id,route_short_name,route_long_name,route_type
delhi-delhi-metro--r1,3,Blue Line (Noida Electronic City → Dwarka Sector 21),1
delhi-delhi-metro--r2,2,Yellow Line (Samaypur Badli → Millennium City Centre),1
delhi-delhi-metro--r3,1,Red Line (Rithala → Shaheed Sthal),1
delhi-delhi-metro--r4,4,Blue Line (Yamuna Bank → Vaishali),1
delhi-delhi-metro--r5,5,Green Line (Kirti Nagar => Ashok Park Main),1
delhi-delhi-metro--r6,6,Violet Line (Kashmere Gate → Raja Nahar Singh),1
delhi-delhi-metro--r7,AEx,Airport Express Line (Dwarka Sector 25 → New Delhi Airport Express Terminal),1
delhi-delhi-metro--r8,5,Green Line (Inderlok => Brigadier Hoshiyar Singh),1
delhi-delhi-metro--r9,3,Blue Line (Dwarka Sector 21 → Noida Electronic City),1
delhi-delhi-metro--r10,4,Blue Line (Vaishali → Yamuna Bank),1
delhi-delhi-metro--r11,5,Green Line (Ashok Park Main => Kirti Nagar),1
delhi-delhi-metro--r12,5,Green Line (Brigadier Hoshiyar Singh => Inderlok),1
delhi-delhi-metro--r13,6,Violet Line (Raja Nahar Singh → Kashmere Gate),1
delhi-delhi-metro--r14,2,Yellow Line (Millennium City Centre → Samaypur Badli),1
delhi-delhi-metro--r15,AEx,Airport Express Line (New Delhi Airport Express Terminal → Dwarka Sector 25),1
delhi-delhi-metro--r16,1,Red Line (Shaheed Sthal → Rithala),1
delhi-delhi-metro--r17,7,Pink Line (Shiv Vihar → Maujpur - Babarpur),1
delhi-delhi-metro--r18,7,Pink Line (Maujpur - Babarpur → Shiv Vihar),1
delhi-delhi-metro--r19,8,Magenta Line (Botanical Garden → Krishna Park Extension),1
delhi-delhi-metro--r20,8,Magenta Line (Krishna Park Extension → Botanical Garden),1
delhi-delhi-metro--r21,8,Magenta Line (Majlis Park → Deepali Chowk),1
delhi-delhi-metro--r22,8,Magenta Line (Deepali Chowk → Majlis Park),1
