route_id,route_short_name,route_long_name,route_type
metro1,1,Проспект Космонавтов — Ботаническая (Metro Line 1),1
bus57,57,Елизавет — Пехотинцев (ДМБ №9),3
bus66,66,Метро Ботаническая — Станция Кольцово (Аэропорт),3
bus52,52,Елизавет — ул. Павла Шаманова (Академический) (ex-019),3
bus43,43,Академгородок — пр. Седова,3
bus49,49,ТЦ МЕГА — ЖБИ,3
bus50,50,Широкая речка — УрФУ,3
bus51,51,Елизавет — Академика Ландау,3
bus54,54,Краснолесье — Синие камни,3
bus58,58,Горбольница №7 — Ретейл-парк Солнечный,3
bus59,59,17-я Мехколонна — Ж/д Вокзал,3
bus61,61,Пехотинцев — 40 лет ВЛКСМ,3
bus64,64,п. Мичуринский (сады) — Компрессорный,3
bus65,65,Ж/д Вокзал — а/п Кольцово / ст. Кольцово,3
bus67,67,ДМБ №9 — Школа Созвездие (ex-57а),3
bus69,69,п. Исток — мкр. Компрессорный — ст. Кольцово,3
bus71,71,Восточная — п. Исток,3
bus75,75,Восточная — п. Калиновский,3
bus76,76,ТЦ МЕГА — Синие камни,3
bus84,84,ТЦ МЕГА — ГКБ №7,3
bus85,85,Институт связи — п. Медный,3
bus88,88,Метро Ботаническая — ОПХ п. Шабровский,3
bus90,90,Восточная — п. Изоплит,3
bus91,91,Метро Ботаническая — с. Горный Щит,3
bus95,95,Институт связи — оз. Чусовское,3
bus96,96,УЗТМ — центр Культуры,3
bus97,97,Метро Ботаническая — п. Рудный — Опытный завод,3
bus99,99,УЗТМ — Окружное кладбище,3
