route_id,route_short_name,route_long_name,route_type
100,100,Cajueiro x Monte Castelo,3
105,105,Jd. Ponte Alta x Jd. Amalia II,3
120,120,Eucaliptal x Jardim Belvedere,3
150,150,208 x Vila Rica,3
155,155,Circular 15 x Vila Americana,3
205,205,Agua Limpa x Conforto,3
205A,205A,Morada da Colina x Padre Josimo,3
205B,205B,Pedreira x Conforto,3
215,215,Nova Primavera x Conforto,3
215A,215A,Nova Primavera x Vila,3
220,220,Dom Bosco x Sao Carlos,3
225,225,Acude x Sao Sebastiao,3
230,230,Santo Agostinho x Conforto,3
250,250,Agua Limpa x Padre Josimo,3
255,255,Caviana x Vila,3
260,260,Circular Caieira x Vila,3
300,300,Santa Rita do Zarur x Conforto,3
305,305,Santa Rita do Zarur x Vila,3
310,310,Santa Rita do Zarur x Retiro,3
315,315,Candelaria x Conforto,3
320,320,Dom Bosco x Conforto,3
320A,320A,Sao Sebastiao x Conforto,3
325,325,Santa Cruz x Conforto,3
400,400,Vila Brasilia x Vila Elmira,3
405,405,Coqueiros x Vila Elmira,3
415,415,Belo Horizonte x Conforto,3
450,450,Nova Esperanca x Jardim Amalia I,3
450A,450A,Nova Esperanca x Circular Rua 6,3
455,455,Fazendinha x Ponte Alta,3
500,500,Acude x Conforto,3
500A,500A,Acude 4 x Conforto,3
505,505,Santa Rita de Cassia x Conforto,3
510,510,Padre Josimo Circular,3
515,515,Fundacao Beatriz Gama x Santa Rosa,3
525,525,Acude x Vila (Via Jardim Amalia I),3
525A,525A,Praca Cafezal x Vila (Via Jd Amalia I),3
530,530,Acude x Vila Rica (Via Park Sul),3
540,540,Acude x Santo Agostinho,3
545,545,Siderlandia Circular,3
