route_id,route_short_name,route_long_name,route_type
L0001,0001,Castelo Branco,3
L0002,0002,Marília Shopping,3
L0003,0003,Campus via Jardim Flamingo,3
L0004,0004,Vila Altaneira,3
L0005,0005,Jóquei Clube via Lácio,3
L0006,0006,Distrito Industrial via Julieta,3
L0007,0007,Novo Horizonte,3
L0008,0008,Jardim Bandeirantes,3
L0009,0009,César Almeida,3
L0010,0010,Nova Marília 2º Grupo,3
L0011,0011,Nova Marília 1º Grupo,3
L0013,0013,Parque das Nações,3
L0015,0015,Jardim Califórnia via Argolo / Jardim Veneza,3
L0016,0016,Jardim Marajó,3
L0017,0017,Vila São Paulo,3
L0019,0019,Teotônio Vilela / Vila Real,3
L0022,0022,Padre Nóbrega,3
L0024,0024,Jardim Nacional via Jardim Santa Clara,3
L0026,0026,Jardim Cavalari,3
L0028,0028,Jânio Quadros,3
L0030,0030,Yara / Jardim Europa,3
L0032,0032,Avencas via Amadeu Amaral,3
L0034,0034,Rosália,3
L0035,0035,Distrito de Dirceu,3
L0037,0037,Madrugueiro Sul,3
L0051,0051,Altos Palmital,3
L0052,0052,Marina Moretti,3
L0054,0054,Chácara Três Lagos,3
L0070,0070,Maracá,3
L0075,0075,Terra de São Paulo,3
L0080,0080,Marilan,3
