stop_id,stop_name,stop_lat,stop_lon
S001,Terminal Beija-Flor,-19.7712,-47.9155
S002,Avenida Juca Pato,-19.766314,-47.921336
S003,Rua João Dallacqua,-19.761429,-47.927171
S004,Avenida Francisco Podboy,-19.756543,-47.933007
S005,Avenida Dona Maria de Santana Borges,-19.751657,-47.938843
S006,Avenida da Saudade,-19.746771,-47.944679
S007,Rua Bento Ferreira,-19.741886,-47.950514
S008,Terminal Univerde,-19.7352,-47.9585
S009,Estação 1 - Jaime Bilharinho,-19.737308,-47.953339
S010,Estação 2 - Santos Dumont,-19.739417,-47.948177
S011,Estação 3A - Artur Machado,-19.741525,-47.943016
S012,Estação 4 - Mercado Municipal,-19.743633,-47.937854
S013,Estação 5 - Conde Prados,-19.745741,-47.932693
S014,Estação 6 - Oswaldo Cruz,-19.74785,-47.927531
S015,Estação 7 - Hélio Luiz da Costa,-19.749958,-47.92237
S016,Estação 8A - UAI,-19.752066,-47.917208
S017,Estação 9 - UPA Parque do Mirante,-19.754174,-47.912047
S018,Estação 10 - Recanto do Sol,-19.756283,-47.906885
S019,Terminal Manoel Mendes,-19.758391,-47.901724
S020,Avenida Leopoldino de Oliveira,-19.74175,-47.9452
S021,Avenida Guilherme Ferreira,-19.75256,-47.93028
S022,Avenida Nelson Freire,-19.75682,-47.92866
S023,Avenida Abílio Borges de Araújo,-19.76037,-47.92731
S024,Terminal Gameleiras,-19.7625,-47.9265
