route_id,route_short_name,route_long_name,route_type
VM_01,01,Terminal Teotônio Vilela x Nossa Senhora da Vitória,3
VM_03,03,Condomínio Sol e Mar x Basílio,3
VM_06,06,Iguape x Hernani Sá,3
VM_09,09,Nelson Costa x Terminal Teotônio Vilela,3
VM_12,12,Condomínio Sol e Mar x Residencial Vilela,3
VM_13,13,Condomínio Sol e Mar x Iguape,3
VM_15,15,Residencial Vilela x Conquista,3
VM_16,16,Conquista x Condomínio Sol e Mar,3
VM_23,23,Terminal Teotônio Vilela x Olivença,3
VM_30,30,Iguape x Nossa Senhora da Vitória,3
VM_31,31,Nelson Costa x Iguape,3
VM_41,41,Terminal Teotônio Vilela x Cururupe,3
VM_44,44,Residencial Vilela x Hernani Sá,3
VM_61,61,São Domingos x Olivença,3
