route_id,route_short_name,route_long_name,route_type
R1,1,Banana - Kibeberu,3
R2,2,Banana - Kinyantira (Shule),3
R3,3,Banana - Kitunda,3
R4,4,Banana - Kivule,3
R5,5,Banana - Machimbo,3
R6,6,Banana - Magole,3
R7,7,Banana - Mwanagati,3
R8,8,Banana/Mombasa - Kwa Moshi,3
R10,10,Buguruni - Kivukoni/Mnazi Mmoja,3
R11,11,Buguruni - Machimbo,3
R12,12,Buguruni - Makumbusho,3
R13,13,Buguruni - Masaki,3
R14,14,Buguruni - Mbagala Rangi 3,3
R15,15,Buguruni - Muhimbili,3
R16,16,Buguruni - Mvuti,3
R17,17,Buguruni - Ubungo,3
R18,18,Buguruni - Yombo Vituka/Viwandani,3
R20,20,Makumbusho - Bunju,3
R21,21,Buguruni - Chanika,3
R22,22,Gongo la Mboto - Mtoni Mtongani,3
R23,23,Buguruni - Gongo la Mboto,3
R25,25,Chanika - Gongo la Mboto,3
R26,26,Gongo la Mboto - Kariakoo,3
R27,27,Gongo la Mboto - Kivukoni/Mnazi Mmoja,3
R28,28,Gongo la Mboto - Mbagala Rangi 3,3
R29,29,Gongo la Mboto - Mbezi,3
R30,30,Gongo la Mboto - Mwenge,3
R31,31,Gongo la Mboto - Mwenge,3
R32,32,Gongo la Mboto - Temeke,3
R33,33,Gongo la Mboto - Ubungo,3
R34,34,Kariakoo - Kawe,3
R35,35,Kawe - Ubungo,3
R38,38,Kibada - Kigamboni,3
R39,39,Kibugumo - Kigamboni,3
R41,41,Kigamboni - Kisiwani,3
R42,42,Kigamboni - Kongowe,3
R44,44,Kigamboni - Ungindoni,3
R45,45,Kigamboni - Vijibweni,3
R47,47,Bonyokwa - Kimara Mwisho,3
R49,49,Kariakoo - Kimara Mwisho,3
R51,51,Muhimbili - Kimara Mwisho,3
R52,52,Kimara Mwisho - Mwenge/Makumbusho,3
R53,53,Kimara Mwisho - Posta,3
R56,56,Mabibo Mwisho - Mnazi Mmoja,3
R57,57,Mabibo Mwisho - Muhimbili,3
R58,58,Kariakoo - Mabibo Mwisho,3
R60,60,Mabibo Mwisho - Makumbusho,3
R63,63,Kariakoo - Machimbo,3
