route_id,route_short_name,route_long_name,route_type
R1,1,Noturno Norte,3
R2,2,Noturno Nordeste,3
R3,3,Noturno Leste,3
R4,4,Noturno Sudeste,3
R5,5,Noturno Sul,3
R6,6,Noturno Sudoeste,3
R7,7,Noturno Oeste,3
R8,8,Noturno Noroeste,3
R15,15,Colina Verde,3
R25,25,Guaporé,3
R26,26,Jardim Pedra Branca,3
R27,27,Recanto Palmeiras,3
R35,35,Alphaville,3
R43,43,Portal dos Ipês,3
R51,51,Jardim Olhos D'Água,3
R53,53,Recreio Anhanguera,3
R55,55,Royal Park,3
R63,63,Parque Gaivotas,3
R65,65,Jardim Emília,3
R73,73,Reserva Real,3
R75,75,Alto do Bonfim,3
R79,79,Macaúba,3
R85,85,Jardim São Fernando / Santa Martha,3
R95,95,Jardim Santa Cecília,3
R101,101,Parque Avelino,3
R102,102,Jardim Independência,3
R103,103,Iguatemi,3
R104,104,Jardim Canadá,3
R106,106,D'elboux,3
R107,107,Sumarezinho,3
R108,108,Jardim Presidente Dutra,3
R110,110,Quintino I,3
R130,130,Fórum,3
R136,136,Castelo Branco / Adão do Carmo,3
R147,147,Jardim Irajá / Monte Alegre,3
R156,156,Parque Ribeirão / Shopping,3
R178,178,Dom Mielle / Hospital das Clínicas,3
R187,187,Heitor Rigon / Hospital das Clínicas,3
R199,199,Circular 1,3
R201,201,Quintino II,3
R202,202,Jardim Iara,3
R203,203,Ribeirânia,3
R204,204,City Ribeirão,3
R205,205,Jardim João Rossi,3
R206,206,Vila Virgínia,3
R207,207,Hospital das Clínicas,3
R208,208,Vila Albertina,3
R210,210,Simioni,3
R211,211,Expresso Simioni,3
R217,217,Quintino / Hospital das Clínicas,3
R220,220,Parque de Exposições,3
R236,236,São José / Adão do Carmo,3
R299,299,Circular 2,3
R301,301,Avelino Palma,3
R302,302,Jardim Aeroporto,3
R303,303,Bom Pastor,3
R305,305,Jardim Nova Aliança,3
R306,306,Jardim Marchesi,3
R308,308,Marincek,3
R310,310,Quintino / Avelino,3
R311,311,Expresso Avelino,3
R315,315,Campos Elíseos / Bonfim,3
R320,320,Jardim Salgado Filho I,3
R330,330,Jardim Palmares,3
R337,337,Lagoinha / Ipiranga,3
R351,351,Lapa / Bonfim,3
R360,360,Jardim Centenário,3
R373,373,Vila Abranches / Ipiranga,3
R380,380,Geraldo de Carvalho,3
R399,399,Circular 3,3
R401,401,Vila Carvalho,3
R403,403,Jardim Manoel Penna,3
R406,406,Jardim Maria da Graça,3
R407,407,Jardim Paulo Gomes,3
R437,437,Castelo Branco / Vila Amélia,3
R460,460,Parque Ribeirão,3
R470,470,Jardim Paiva,3
R499,499,Circular 4,3
R503,503,Recreio das Acácias,3
R506,506,Jardim Progresso,3
R507,507,Planalto Verde,3
R601,601,Distrito Empresarial,3
R603,603,Jardim Juliana,3
R606,606,Fazenda Experimental,3
R607,607,Jardim Eugênio Lopes,3
R608,608,Jardim Amália,3
R630,630,Parque São Sebastião,3
R670,670,Jardim Jamil Cury,3
R680,680,Jardim Orestes Lopes,3
R688,688,Expresso Amália,3
R701,701,Via Norte,3
R703,703,Parque Servidores,3
R707,707,Jardim Recreio / Itaú,3
R708,708,Jardim Heitor Rigon,3
R730,730,Parque Portinari,3
R780,780,Parque dos Pinus,3
R788,788,Expresso Rigon,3
R803,803,José Sampaio / Centro,3
R804,804,Alexandre Balbo / Centro,3
R901,901,Norte-Sul 1A,3
R902,902,Norte-Sul 2,3
R903,903,Oeste 1,3
R910,910,Norte-Sul 1B,3
