route_id,route_short_name,route_long_name,route_type
101,101,Norte-Sul / Santa Ines,3
102A,102A,Taquari,3
103,103,Santa Maria / Vila Acre,3
104,104,Liberdade,3
105,105,Amapa,3
106,106,06 de Agosto / Canaa,3
107,107,Recanto dos Buritis,3
108,108,Polo Belo Jardim,3
109,109,Polo Benfica,3
113,113,Jacaranda,3
116A,116A,Cidade do Povo via Chico Mendes,3
116B,116B,Cidade do Povo via Amadeo Barbosa,3
117,117,Belo Jardim I,3
118,118,Belo Jardim II,3
134,134,Baixa Verde,3
201,201,Tancredo Neves,3
202,202,Adalberto Sena via Sao Francisco,3
203,203,Alto Alegre / Adalberto Sena,3
204,204,Mocinha Magalhaes,3
205,205,Irineu Serra,3
302,302,UFAC,3
303,303,Universitario,3
306,306,UFAC / Rodoviaria / Cidade do Povo,3
401,401,Fundhacre / Nova Esperanca,3
402,402,Floresta / Shopping,3
403,403,Distrito Industrial,3
404A,404A,Calafate / Ilson Ribeiro,3
405,405,Conjunto Esperanca,3
406A,406A,Jequitiba,3
501,501,Manoel Juliao,3
601,601,Bahia / Palheiral,3
602A,602A,Aeroporto Velho / Cabreuva,3
603,603,Sobral,3
606,606,Transacreana KM 44,3
701,701,Sao Francisco / Placas,3
702A,702A,Apolonio Sales / Mangueira,3
703,703,Wanderley Dantas,3
706,706,Panorama,3
801,801,Tropical,3
901,901,Cohab do Bosque / Cadeia Velha,3
