trip_id,arrival_time,departure_time,stop_id,stop_sequence
101_WEEK_0,05:00:00,05:00:00,SANTAINES,1
101_WEEK_0,05:35:00,05:35:00,TC,2
101_WEEK_1,05:40:00,05:40:00,TC,1
101_WEEK_1,06:15:00,06:15:00,SANTAINES,2
101_SAT_0,05:00:00,05:00:00,SANTAINES,1
101_SAT_0,05:35:00,05:35:00,TC,2
101_SAT_1,05:40:00,05:40:00,TC,1
101_SAT_1,06:15:00,06:15:00,SANTAINES,2
101_SUN_0,05:00:00,05:00:00,SANTAINES,1
101_SUN_0,05:35:00,05:35:00,TC,2
101_SUN_1,05:40:00,05:40:00,TC,1
101_SUN_1,06:15:00,06:15:00,SANTAINES,2
102A_WEEK_0,05:00:00,05:00:00,TAQUARI,1
102A_WEEK_0,05:35:00,05:35:00,TC,2
102A_WEEK_1,05:40:00,05:40:00,TC,1
102A_WEEK_1,06:15:00,06:15:00,TAQUARI,2
103_WEEK_0,05:00:00,05:00:00,SANTAMARIA,1
103_WEEK_0,05:35:00,05:35:00,TC,2
103_WEEK_1,05:40:00,05:40:00,TC,1
103_WEEK_1,06:15:00,06:15:00,SANTAMARIA,2
104_WEEK_0,05:00:00,05:00:00,LIBERDADE,1
104_WEEK_0,05:35:00,05:35:00,TC,2
104_WEEK_1,05:40:00,05:40:00,TC,1
104_WEEK_1,06:15:00,06:15:00,LIBERDADE,2
105_WEEK_0,05:00:00,05:00:00,AMAPA,1
105_WEEK_0,05:35:00,05:35:00,TC,2
105_WEEK_1,05:40:00,05:40:00,TC,1
105_WEEK_1,06:15:00,06:15:00,AMAPA,2
106_WEEK_0,05:00:00,05:00:00,CANAA,1
106_WEEK_0,05:35:00,05:35:00,TC,2
106_WEEK_1,05:40:00,05:40:00,TC,1
106_WEEK_1,06:15:00,06:15:00,CANAA,2
107_WEEK_0,05:00:00,05:00:00,RECANTO,1
107_WEEK_0,05:35:00,05:35:00,TC,2
107_WEEK_1,05:40:00,05:40:00,TC,1
107_WEEK_1,06:15:00,06:15:00,RECANTO,2
108_WEEK_0,05:00:00,05:00:00,BELOJARDIM,1
108_WEEK_0,05:35:00,05:35:00,TC,2
108_WEEK_1,05:40:00,05:40:00,TC,1
108_WEEK_1,06:15:00,06:15:00,BELOJARDIM,2
109_WEEK_0,05:00:00,05:00:00,BENFICA,1
109_WEEK_0,05:35:00,05:35:00,TC,2
109_WEEK_1,05:40:00,05:40:00,TC,1
109_WEEK_1,06:15:00,06:15:00,BENFICA,2
113_WEEK_0,05:00:00,05:00:00,BELOJARDIM,1
113_WEEK_0,05:35:00,05:35:00,TC,2
113_WEEK_1,05:40:00,05:40:00,TC,1
113_WEEK_1,06:15:00,06:15:00,BELOJARDIM,2
116A_WEEK_0,05:00:00,05:00:00,CIDADEPOVO,1
116A_WEEK_0,05:35:00,05:35:00,TC,2
116A_WEEK_1,05:40:00,05:40:00,TC,1
116A_WEEK_1,06:15:00,06:15:00,CIDADEPOVO,2
116B_WEEK_0,05:00:00,05:00:00,CIDADEPOVO,1
116B_WEEK_0,05:35:00,05:35:00,TC,2
116B_WEEK_1,05:40:00,05:40:00,TC,1
116B_WEEK_1,06:15:00,06:15:00,CIDADEPOVO,2
117_WEEK_0,05:00:00,05:00:00,BELOJARDIM,1
117_WEEK_0,05:35:00,05:35:00,TC,2
117_WEEK_1,05:40:00,05:40:00,TC,1
117_WEEK_1,06:15:00,06:15:00,BELOJARDIM,2
118_WEEK_0,05:00:00,05:00:00,BELOJARDIM,1
