route_id,route_short_name,route_long_name,route_type
hyderabad-south-centra-r1,Dakshin Superfast Ex,Dakshin Superfast Express: Delhi => Hyderabad,2
hyderabad-south-centra-r2,MMTS,Hyderabad MMTS: Lingampalli → Hyderabad,2
hyderabad-south-centra-r3,MMTS,Hyderabad MMTS: Hyderabad → Lingampalli,2
hyderabad-south-centra-r4,MMTS,Hyderabad MMTS: Umdanagar → Lingampalli,2
hyderabad-south-centra-r5,12702,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,2
hyderabad-south-centra-r6,12701,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,2
hyderabad-south-centra-r7,12759,Charminar Express: Chennai => Hyderabad,2
hyderabad-south-centra-r8,12760,Charminar Express: Hyderabad => Chennai,2
hyderabad-south-centra-r9,12285,Train Duronto Express 12285: Secunderabad → Hazrat Nizamuddin,2
hyderabad-south-centra-r10,12286,Train Duronto Express 12286: Hazrat Nizamuddin → Secunderabad,2
hyderabad-south-centra-r11,MMTS,Hyderabad MMTS: Falaknuma → Secunderabad,2
hyderabad-south-centra-r12,MMTS,Hyderabad MMTS: Falaknuma → Ramachandrapuram,2
hyderabad-south-centra-r13,MMTS,Hyderabad MMTS: Falaknuma → Hyderabad,2
hyderabad-south-centra-r14,MMTS,Hyderabad MMTS: Falaknuma → Lingampalli,2
hyderabad-south-centra-r15,MMTS,Hyderabad MMTS: Secunderabad → Falaknuma,2
hyderabad-south-centra-r16,MMTS,Hyderabad MMTS: Ramchandrapuram → Falaknuma,2
hyderabad-south-centra-r17,MMTS,Hyderabad MMTS: Lingampalli → Falaknuma,2
hyderabad-south-centra-r18,MMTS,Hyderabad MMTS: Lingampalli → Medchal,2
hyderabad-south-centra-r19,MMTS,Hyderabad MMTS: Medchal → Secunderabad,2
hyderabad-south-centra-r20,MMTS,Hyderabad MMTS: Secunderabad → Medchal,2
hyderabad-south-centra-r21,MMTS,Hyderabad MMTS: Medchal → Hyderabad,2
hyderabad-south-centra-r22,MMTS,Hyderabad MMTS: Hyderabad → Medchal,2
hyderabad-south-centra-r23,MMTS,Hyderabad MMTS: Medchal → Lingampalli,2
hyderabad-south-centra-r24,MMTS,Hyderabad MMTS: Lingampalli → Umdanagar,2
hyderabad-south-centra-r25,MMTS,Hyderabad MMTS: Secunderabad → Lingampalli,2
hyderabad-south-centra-r26,MMTS,Hyderabad MMTS: Secunderabad → Hyderabad,2
hyderabad-south-centra-r27,MMTS,Hyderabad MMTS: Lingampalli → Secunderabad,2
hyderabad-south-centra-r28,MMTS,Hyderabad MMTS: Ghatkesar → Lingampalli,2
hyderabad-south-centra-r29,MMTS,Hyderabad MMTS: Lingampalli → Ghatkesar,2
hyderabad-south-centra-r30,12220,Train Duronto Express 12220: Secunderabad → Mumbai LTT,2
hyderabad-south-centra-r31,12219,Train Duronto Express 12219: Mumbai LTT → Secunderabad,2
