route_id,route_short_name,route_long_name,route_type
R01,R01,Bari - Molfetta - Trani - Barletta - Canosa - Cerignola,3
R05,R05,Spinazzola - Minervino - Canosa - Trinitapoli - Margherita di Savoia,3
P01,P01,Trani - Andria,3
P12,P12,Bitonto - Palo del Colle - Grumo Appula - Bitritto - Adelfia,3
P09,P09,Bari - Triggiano - Torre a Mare - Mola di Bari,3
P14,P14,Mola di Bari - Cozze - Conversano,3
P15,P15,Mola di Bari - Rutigliano - Noicattaro,3
P13,P13,Poggiorsini - Gravina - Altamura - Santeramo - Gioia del Colle,3
TA1,TA1,Gravina - Altamura - Gioia - Massafra - Taranto ILVA,3
TA2,TA2,Molfetta - Bari - Casamassima - Gioia - Taranto ILVA,3
