trip_id,arrival_time,departure_time,stop_id,stop_sequence
A1_out,06:15:00,06:15:00,KHARKOPAR,1
A1_out,06:33:00,06:33:00,NMIA,2
A1_ret,06:40:00,06:40:00,NMIA,1
A1_ret,06:58:00,06:58:00,KHARKOPAR,2
A2_out,06:00:00,06:00:00,TARGHAR,1
A2_out,06:06:00,06:06:00,NMIA,2
A2_ret,06:10:00,06:10:00,NMIA,1
A2_ret,06:16:00,06:16:00,TARGHAR,2
A3_out,06:10:00,06:10:00,BELAPUR,1
A3_out,06:22:00,06:22:00,TARGHAR_LINK,2
A3_out,06:30:00,06:30:00,NMIA,3
A3_ret,06:35:00,06:35:00,NMIA,1
A3_ret,06:43:00,06:43:00,TARGHAR_LINK,2
A3_ret,06:55:00,06:55:00,BELAPUR,3
A4_out,06:00:00,06:00:00,NERUL,1
A4_out,06:20:00,06:20:00,NMIA,2
A4_ret,06:25:00,06:25:00,NMIA,1
A4_ret,06:45:00,06:45:00,NERUL,2
A5_out,06:32:00,06:32:00,KHANDESHWAR,1
A5_out,06:42:00,06:42:00,PUSHPAK_NAGAR,2
A5_out,06:50:00,06:50:00,NMIA,3
A5_ret,06:55:00,06:55:00,NMIA,1
A5_ret,07:03:00,07:03:00,PUSHPAK_NAGAR,2
A5_ret,07:13:00,07:13:00,KHANDESHWAR,3
125AC_out,07:30:00,07:30:00,BORIVALI_E,1
125AC_out,08:35:00,08:35:00,AIROLI,2
125AC_out,09:00:00,09:00:00,VASHI,3
125AC_out,09:20:00,09:20:00,NERUL,4
125AC_out,09:40:00,09:40:00,BELAPUR,5
125AC_out,10:05:00,10:05:00,KHARGHAR,6
125AC_out,10:14:00,10:14:00,OVE_GAON_CISF,7
125AC_ret,07:55:00,07:55:00,OVE_GAON_CISF,1
125AC_ret,08:04:00,08:04:00,KHARGHAR,2
125AC_ret,08:29:00,08:29:00,BELAPUR,3
125AC_ret,08:49:00,08:49:00,NERUL,4
125AC_ret,09:09:00,09:09:00,VASHI,5
125AC_ret,09:34:00,09:34:00,AIROLI,6
125AC_ret,10:39:00,10:39:00,BORIVALI_E,7
144AC_out,07:00:00,07:00:00,AIROLI,1
144AC_out,08:10:00,08:10:00,AGARKAR_CHOWK,2
144AC_ret,08:30:00,08:30:00,AGARKAR_CHOWK,1
144AC_ret,09:40:00,09:40:00,AIROLI,2
