route_id,route_short_name,route_long_name,route_type
R003,003,UEFS Direta via Terminal Norte / Terminal Central,3
R077,077,Mangabeira / Agrovila / Laranjeiras via Joao Durval,3
R078,078,Alto do Papagaio / Mangabeira via Joao Durval / Terminal Central,3
R079,079,Queimadinha / Terminal Central,3
R081,081,Morada das Arvores / Terminal Central,3
R082,082,Novo Horizonte / Terminal Central via Campo Limpo,3
R083,083,Pedra Ferrada / Terminal Central via Braco Forte,3
R084,084,Pedra Ferrada / Terminal Central via Caldeirao,3
R087,087,UEFS / Terminal Norte / Terminal Central via Maria Quiteria,3
R088,088,UEFS via Sobradinho,3
R106,106,Rocinha / Av. Getulio Vargas / Terminal Central,3
R111,111,Conder / Av. Iguatemi / Terminal Norte,3
R119,119,Joao Paulo II / Alto do Papagaio / Terminal Norte,3
R068,068,Conceicao II / Caseb via Getulio Vargas,3
R20000,20000,Leva e Panha Cidade Nova (Rosa),3
R21000,21000,Leva e Panha Tomba (Rosa),3
R22000,22000,Leva e Panha Sobradinho (Rosa),3
