route_id,service_id,trip_id,trip_headsign
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d0-t1,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d0-t2,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d0-t3,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d0-t4,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d0-t5,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d1-t1,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d1-t2,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d1-t3,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d1-t4,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r1,daily,faridabad-faridabad-ci-r1-1d1-t5,534: Anand Vihar ISBT -> Mehrauli
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d0-t1,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d0-t2,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d0-t3,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d0-t4,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d0-t5,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d1-t1,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d1-t2,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d1-t3,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d1-t4,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r2,daily,faridabad-faridabad-ci-r2-2d1-t5,534: Mehrauli -> Anand Vihar ISBT
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d0-t1,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d0-t2,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d0-t3,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d0-t4,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d0-t5,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d1-t1,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d1-t2,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d1-t3,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d1-t4,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r3,daily,faridabad-faridabad-ci-r3-3d1-t5,534A: Anand Vihar ISBT -> IGI Airport
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d0-t1,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d0-t2,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d0-t3,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d0-t4,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d0-t5,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d1-t1,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d1-t2,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d1-t3,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d1-t4,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r4,daily,faridabad-faridabad-ci-r4-4d1-t5,534A: IGI Airport -> Anand Vihar ISBT
faridabad-faridabad-ci-r5,daily,faridabad-faridabad-ci-r5-5d0-t1,604: Lado Sarai Terminal -> New Delhi Railway Station Gate Number 2
faridabad-faridabad-ci-r5,daily,faridabad-faridabad-ci-r5-5d0-t2,604: Lado Sarai Terminal -> New Delhi Railway Station Gate Number 2
faridabad-faridabad-ci-r5,daily,faridabad-faridabad-ci-r5-5d0-t3,604: Lado Sarai Terminal -> New Delhi Railway Station Gate Number 2
faridabad-faridabad-ci-r5,daily,faridabad-faridabad-ci-r5-5d0-t4,604: Lado Sarai Terminal -> New Delhi Railway Station Gate Number 2
