route_id,route_short_name,route_long_name,route_type
103,103,Claudionor Cinti via Cussy de Almeida,3
104,104,São José,3
107,107,Porto Real via Palmeiras,3
108,108,Água Branca via Fundadores,3
111,111,Aparecida / Terra Nova,3
112,112,Jardim Atlântico / ETEMP,3
115,115,Taveira via Marcílio Dias,3
116,116,Lago Azul / Nova York,3
117,117,Umuarama / Concórdia,3
118,118,FOA / Campus,3
120,120,Hilda Mandarino via Odorindo Perenha,3
121,121,Águas Claras / Rosele / Verde Parque,3
123,123,Alvorada,3
126,126,Vilela / São Rafael,3
