route_id,route_short_name,route_long_name,route_type
noida-delhi-metro--r1,3,Blue Line (Noida Electronic City → Dwarka Sector 21),1
noida-delhi-metro--r2,4,Blue Line (Yamuna Bank → Vaishali),1
noida-delhi-metro--r3,6,Violet Line (Kashmere Gate → Raja Nahar Singh),1
noida-delhi-metro--r4,3,Blue Line (Dwarka Sector 21 → Noida Electronic City),1
noida-delhi-metro--r5,4,Blue Line (Vaishali → Yamuna Bank),1
noida-delhi-metro--r6,6,Violet Line (Raja Nahar Singh → Kashmere Gate),1
noida-delhi-metro--r7,7,Pink Line (Shiv Vihar → Maujpur - Babarpur),1
noida-delhi-metro--r8,7,Pink Line (Maujpur - Babarpur → Shiv Vihar),1
noida-delhi-metro--r9,8,Magenta Line (Botanical Garden → Krishna Park Extension),1
noida-delhi-metro--r10,8,Magenta Line (Krishna Park Extension → Botanical Garden),1
