stop_id,stop_name,stop_lat,stop_lon
TCENTRAL,Terminal Central,-25.0940006,-50.1542894
TNRUSSIA,Terminal Nova Rússia,-25.0818486,-50.1860057
TOFICINAS,Terminal Oficinas,-25.1261518,-50.1538137
TUVARANAS,Terminal Uvaranas,-25.0919958,-50.1144336
AUGRIBAS,Rua Augusto Ribas,-25.1010977,-50.1590437
S214_WESTPH,Rua Desembargador Westphalen,-25.072,-50.172
S214_MANDAG,Rua Mandaguaçu,-25.0735,-50.1705
S214_SUICA,Rua Suíça,-25.0755,-50.169
S214_TEODORO,Rua Teodoro Sampaio,-25.08,-50.165
S214_ALVESMAC,Rua Doutor Alves Maciel,-25.0845,-50.1615
S214_LEOPCUNHA,Rua Doutor Leopoldo Guimarães da Cunha,-25.088,-50.159
S214_VISCMAUA,Avenida Visconde de Mauá,-25.0915,-50.1565
S214_PAULAXAV,Rua Doutor Paula Xavier,-25.0925,-50.1555
S188_CATAO,Rua Catão Monclaro,-25.0985,-50.151
S188_AFONSO,Rua Afonso Célso,-25.102,-50.147
S188_JULIA,Rua Professora Júlia Carneiro Rosas,-25.1055,-50.1435
S188_SARGENTO,Rua Sargento Carlos Argemiro Camargo,-25.109,-50.14
S188_DGERALDO,Avenida Bispo Dom Geraldo Pelanda,-25.096,-50.152
S049_CAMPOSM,Rua Prefeito Campos Melo,-25.0835,-50.184
S049_JAGUAPITA,Rua Jaguapita,-25.087,-50.18
S049_ALCEBIAD,Rua Coronel Alcebíades de Miranda,-25.091,-50.176
S049_BARAOPEN,Rua Barão de Penedo,-25.095,-50.172
S049_VALENTIM,Rua Valentim Favarin,-25.099,-50.168
S049_UTFPR,UTFPR - Campus Ponta Grossa,-25.0975,-50.1082
