route_id,route_short_name,route_long_name,route_type
C4C5,Kennedy,Corredor John F. Kennedy,3
C1C2,27 de Febrero,Corredor 27 de Febrero,3
C10C11,Independencia,Corredor Independencia,3
C19,Abraham Lincoln,Corredor Abraham Lincoln,3
C6C7,Alcarrizos,Corredor Alcarrizos,3
C8,Maximo Gomez,Corredor Maximo Gomez,3
C9,Naco,Corredor Naco,3
C13,Simon Bolivar,Corredor Simon Bolivar,3
C17,La Barquita,Corredor La Barquita,3
C18,Ciudad Juan Bosch,Corredor Ciudad Juan Bosch,3
C12,Los Rios,Corredor Los Rios,3
C15C16,Charles de Gaulle,Corredor Charles de Gaulle,3
