stop_id,stop_name,stop_lat,stop_lon
C4C5_0_1,Autopista Duarte Con Calle 12,18.506,-69.972
C4C5_0_2,Autopista Duarte Con Av. Luperon,18.506674,-69.968698
C4C5_0_3,Av. Kennedy Con Av. Nunez De Caceres,18.507349,-69.965395
C4C5_0_4,Av. Kennedy Con Calle Jose Lopez,18.508023,-69.962093
C4C5_0_5,Av. Kennedy Con Calle Defillo,18.508698,-69.958791
C4C5_0_6,Av. Kennedy Con Calle 4,18.509372,-69.955488
C4C5_0_7,Av. Kennedy Con Calle Haim Lopez,18.510047,-69.952186
C4C5_0_8,Av. Kennedy Con Calle D Central,18.510721,-69.948884
C4C5_0_9,Av. Kennedy Con Av. Tiradentes,18.511395,-69.945581
C4C5_0_10,Av. Kennedy Con Calle Gracita Tejada,18.51207,-69.942279
C4C5_0_11,Av. Kennedy Con Calle Luis Lembert,18.512744,-69.938977
C4C5_0_12,Av. Kennedy Con Av. Ortega Y Gasset,18.513419,-69.935674
C4C5_0_13,Av. Kennedy Con Av. Maximo Gomez,18.514093,-69.932372
C4C5_0_14,Av. Kennedy Con Calle Paseo De Los Ferreteros,18.514767,-69.92907
C4C5_0_15,Av. Kennedy Con Paseo De Los Periodistas,18.515442,-69.925767
C4C5_0_16,Expreso V Centenario Con Calle Marcos Adon,18.516116,-69.922465
C4C5_0_17,Expreso V Centenario Con Calle Juan Evangelista Jimenez,18.516791,-69.919163
C4C5_0_18,Expreso V Centenario Con Calle Francisco Nunez Fabian,18.517465,-69.91586
C4C5_0_19,Av. Padre Castellanos Con Calle Juana Saltitopa,18.51814,-69.912558
C4C5_0_20,Av. Padre Castellanos Con Av. Albert Thomas,18.518814,-69.909256
C4C5_0_21,Av. Padre Castellanos Con Calle Respaldo 8,18.519488,-69.905953
C4C5_0_22,Av. Padre Castellanos Con Calle 16,18.520163,-69.902651
C4C5_0_23,San Vicente De Paul Con Calle 27,18.520837,-69.899349
C4C5_0_24,San Vicente De Paul Con Av. Fernandez Navarrete,18.521512,-69.896047
C4C5_0_25,San Vicente De Paul Con Av. Sabana Larga,18.522186,-69.892744
C4C5_0_26,San Vicente De Paul Con Calle Trina De Moya,18.52286,-69.889442
C4C5_0_27,San Vicente De Paul Con Carretera Mella,18.523535,-69.88614
C4C5_0_28,Carretera Mella Con Calle Los Trovadores,18.524209,-69.882837
C4C5_0_29,Carretera Mella Con Calle Primera,18.524884,-69.879535
C4C5_0_30,Carretera Mella Con Calle Guayubin Olivo,18.525558,-69.876233
C4C5_0_31,Carretera Mella Con Carretera A Mandinga,18.526233,-69.87293
C4C5_0_32,Carretera Mella Con Calle Jose Peguero,18.526907,-69.869628
C4C5_0_33,Carretera Mella Con Calle E. Pedromo,18.527581,-69.866326
C4C5_0_34,Av. Charles De Gaulle Con Calle Marcos Rojas,18.528256,-69.863023
C4C5_0_35,Av. Charles De Gaulle Con Teodoro Stanley,18.52893,-69.859721
C4C5_0_36,Av. Charles De Gaulle Con Jacinto De La Concha,18.529605,-69.856419
C4C5_0_37,Av. Charles De Gaulle Con Simon Orozco,18.530279,-69.853116
C4C5_0_38,Simon Orozco Con Agustin Castro Lopez,18.530953,-69.849814
C4C5_0_39,Simon Orozco Con Manuel Cabral,18.531628,-69.846512
C4C5_0_40,Simon Orozco Con Calle Los Deportistas,18.532302,-69.843209
C4C5_0_41,Simon Orozco Con Av. El Progreso,18.532977,-69.839907
C4C5_0_42,Av. El Progreso Con Calle 24,18.533651,-69.836605
C4C5_0_43,Av. La Pista Con Calle D,18.534326,-69.833302
C4C5_0_44,Av. La Pista Con Juan Espinosa,18.535,-69.83
C4C5_1_1,Av. La Pista Con Calle Diego Tristan,18.535,-69.83
C4C5_1_2,Carretera Mella Con Calle Central,18.534326,-69.833302
C4C5_1_3,Av. La Pista Con Diego Alvarado,18.533651,-69.836605
C4C5_1_4,Av. La Pista Con Juan Espinosa,18.532977,-69.839907
