route_id,route_short_name,route_long_name,route_type
kolkata-r1,1,1,0
kolkata-r2,4,4,0
kolkata-r3,11,11,0
kolkata-r4,Blue Line (Kavi Subh,Blue Line (Kavi Subhash → Dakshineshwar),1
kolkata-r5,Blue,Blue Line (Dakshineshwar → Kavi Subhash),1
kolkata-r6,Green,Green Line (Howrah Maidan → Salt Lake Sector V),1
kolkata-r7,Green,Green Line (Salt Lake Sector V → Howrah Maidan),1
kolkata-r8,Purple,Purple Line (Majerhat → Joka),1
kolkata-r9,Purple,Purple Line (Joka → Majerhat),1
kolkata-r10,Orange,Orange Line (Beleghata → Kavi Subhash),1
kolkata-r11,Orange,Orange Line (Kavi Subhash → Beleghata),1
kolkata-r12,Yellow,Yellow Line (Jai Hind → Noapara),1
kolkata-r13,Yellow,Yellow Line (Noapara → Jai Hind),1
