route_id,route_short_name,route_long_name,route_type
gurugram-delhi-transp-r1,764,764: Najafgarh Sai Baba Mandir → Nehru Place,3
gurugram-delhi-transp-r2,620,620: Shivaji Stadium -> Hauz Khas Metro Station,3
gurugram-delhi-transp-r3,765,765,3
gurugram-delhi-transp-r4,511,511: Badarpur Border ->,3
gurugram-delhi-transp-r5,764,764: Nehru Place -> Najafgarh Sai Baba Mandir,3
gurugram-delhi-transp-r6,620,620: Hauz Khas Metro Station -> Shivaji Stadium,3
gurugram-delhi-transp-r7,336,336 (1),3
gurugram-delhi-transp-r8,715,715: Dwarka Sector 2 Bus Depot -> Mehrauli,3
gurugram-delhi-transp-r9,621,621: Poorvanchal Hostel -> Mori Gate,3
gurugram-delhi-transp-r10,543A,543A: Kapashera Border -> Anand Vihar ISBT,3
gurugram-delhi-transp-r11,615,615: Minto Road → Poorvanchal Hostel,3
gurugram-delhi-transp-r12,615,615: Poorvanchal Hostel → Minto Road,3
gurugram-delhi-transp-r13,336,336 (2),3
gurugram-delhi-transp-r14,543B,543B: IGI Airport -> Anand Vihar ISBT,3
gurugram-delhi-transp-r15,543A,543A: Anand Vihar ISBT -> Kapashera Border,3
gurugram-delhi-transp-r16,764,764: Najafgarh Sai Baba Mandir → Nehru Place,3
gurugram-delhi-transp-r17,Karol Bagh → Gurgaon,Karol Bagh → Gurgaon,3
gurugram-delhi-transp-r18,543B,543B: Anand Vihar ISBT → IGI Airport,3
gurugram-delhi-transp-r19,623,623: Shahdara Terminal -> Vasant Vihar CPWD,3
gurugram-delhi-transp-r20,715,715: Mehrauli -> Dwarka Sector 2 Bus Depot,3
gurugram-delhi-transp-r21,Gurgaon → Karol Bagh,Gurgaon → Karol Bagh,3
